Scan REF	PooledBioReps_Day2_LL6_1;PooledBioReps_Day2_LL6_2	PooledBioReps_Day2_LL6_1;PooledBioReps_Day2_LL6_2	PooledBioReps_Day2_LL6_1;PooledBioReps_Day2_LL6_2	PooledBioReps_Day2_LL2_1;PooledBioReps_Day2_LL2_2	PooledBioReps_Day2_LL2_1;PooledBioReps_Day2_LL2_2	PooledBioReps_Day2_LL2_1;PooledBioReps_Day2_LL2_2	PooledBioReps_Day1_L2_1;PooledBioReps_Day1_L2_2	PooledBioReps_Day1_L2_1;PooledBioReps_Day1_L2_2	PooledBioReps_Day1_L2_1;PooledBioReps_Day1_L2_2	PooledBioReps_Day1_L6_1;PooledBioReps_Day1_L6_2	PooledBioReps_Day1_L6_1;PooledBioReps_Day1_L6_2	PooledBioReps_Day1_L6_1;PooledBioReps_Day1_L6_2	PooledBioReps_Day1_L10_1;PooledBioReps_Day1_L10_2	PooledBioReps_Day1_L10_1;PooledBioReps_Day1_L10_2	PooledBioReps_Day1_L10_1;PooledBioReps_Day1_L10_2	PooledBioReps_Day1_D2_1;PooledBioReps_Day1_D2_2	PooledBioReps_Day1_D2_1;PooledBioReps_Day1_D2_2	PooledBioReps_Day1_D2_1;PooledBioReps_Day1_D2_2	PooledBioReps_Day1_D6_1;PooledBioReps_Day1_D6_2	PooledBioReps_Day1_D6_1;PooledBioReps_Day1_D6_2	PooledBioReps_Day1_D6_1;PooledBioReps_Day1_D6_2	PooledBioReps_Day1_D10_1;PooledBioReps_Day1_D10_2	PooledBioReps_Day1_D10_1;PooledBioReps_Day1_D10_2	PooledBioReps_Day1_D10_1;PooledBioReps_Day1_D10_2	PooledBioReps_Day2_LL10_1;PooledBioReps_Day2_LL10_2	PooledBioReps_Day2_LL10_1;PooledBioReps_Day2_LL10_2	PooledBioReps_Day2_LL10_1;PooledBioReps_Day2_LL10_2	PooledBioReps_Day2_LD2_1;PooledBioReps_Day2_LD2_2	PooledBioReps_Day2_LD2_1;PooledBioReps_Day2_LD2_2	PooledBioReps_Day2_LD2_1;PooledBioReps_Day2_LD2_2	PooledBioReps_Day2_LD6_1;PooledBioReps_Day2_LD6_2	PooledBioReps_Day2_LD6_1;PooledBioReps_Day2_LD6_2	PooledBioReps_Day2_LD6_1;PooledBioReps_Day2_LD6_2	PooledBioReps_Day2_LD10_1;PooledBioReps_Day2_LD10_2	PooledBioReps_Day2_LD10_1;PooledBioReps_Day2_LD10_2	PooledBioReps_Day2_LD10_1;PooledBioReps_Day2_LD10_2
Reporter REF	Software Unknown:Replicates Mean Normalized Log2 Ratio	Software Unknown:Replicates SD	Software Unknown:Replicates SE	Software Unknown:Replicates Mean Normalized Log2 Ratio	Software Unknown:Replicates SD	Software Unknown:Replicates SE	Software Unknown:Replicates Mean Normalized Log2 Ratio	Software Unknown:Replicates SD	Software Unknown:Replicates SE	Software Unknown:Replicates Mean Normalized Log2 Ratio	Software Unknown:Replicates SD	Software Unknown:Replicates SE	Software Unknown:Replicates Mean Normalized Log2 Ratio	Software Unknown:Replicates SD	Software Unknown:Replicates SE	Software Unknown:Replicates Mean Normalized Log2 Ratio	Software Unknown:Replicates SD	Software Unknown:Replicates SE	Software Unknown:Replicates Mean Normalized Log2 Ratio	Software Unknown:Replicates SD	Software Unknown:Replicates SE	Software Unknown:Replicates Mean Normalized Log2 Ratio	Software Unknown:Replicates SD	Software Unknown:Replicates SE	Software Unknown:Replicates Mean Normalized Log2 Ratio	Software Unknown:Replicates SD	Software Unknown:Replicates SE	Software Unknown:Replicates Mean Normalized Log2 Ratio	Software Unknown:Replicates SD	Software Unknown:Replicates SE	Software Unknown:Replicates Mean Normalized Log2 Ratio	Software Unknown:Replicates SD	Software Unknown:Replicates SE	Software Unknown:Replicates Mean Normalized Log2 Ratio	Software Unknown:Replicates SD	Software Unknown:Replicates SE
Contig0.10_10_14370_15446	0.7557421	0.1601917	0.08009585	0.3897113	0.1001932	0.0500966	0.1199844	0.0997966	0.0498983	0.574008	0.04453661	0.0222683	-0.497268	0.07163934	0.03581967	-0.9467839	0.1322382	0.0661191	-0.9126878	0.0672923	0.03364615	-0.5550527	0.05392747	0.02696373	-0.5524322	0.1091631	0.05458155	-0.6207103	0.0746633	0.03733165	0.1611357	0.1362426	0.0681213	0.6189045	0.1172363	0.05861815
Contig0.10_11_16336_15422	0.289256	0.1564154	0.0782077	0.03077907	0.1355292	0.0677646	-0.006947658	0.03503311	0.01751655	0.3773258	0.05712415	0.02856207	0.2814356	0.1107938	0.0553969	0.09678744	0.1367064	0.0683532	0.1014317	0.1424358	0.0712179	-0.168668	0.1463115	0.07315575	0.2323988	0.1416053	0.07080265	-0.2852706	0.142685	0.0713425	0.06495253	0.1123292	0.0561646	0.001840275	0.1786505	0.08932525
Contig0.10_12_16503_17552	-0.2705505	0.05684878	0.02842439	0.3682097	0.05768914	0.02884457	0.3341712	0.01647613	0.008238065	-0.3660122	0.03748245	0.01874123	0.1616793	0.07961174	0.03980587	-0.7437943	0.1175012	0.0587506	-0.8410287	0.09214274	0.04607137	-0.7626094	0.03862533	0.01931266	0.121346	0.1311061	0.06555305	0.252908	0.05783202	0.02891601	0.1817692	0.1221885	0.06109425	0.2128528	0.06050302	0.03025151
Contig0.10_13_17679_17981	-0.08236623	0.08203205	0.04101602	0.194944	0.05871794	0.02935897	0.4189484	0.06813828	0.03406914	-0.1469162	0.02558659	0.01279329	-0.6059302	0.0594397	0.02971985	-0.09944178	0.1049267	0.05246335	-0.1153592	0.03619143	0.01809571	0.1308697	0.05949172	0.02974586	-0.2905068	0.02437949	0.01218975	0.05227071	0.05931064	0.02965532	0.09424309	0.06358248	0.03179124	0.1117869	0.1002614	0.0501307
Contig0.10_14_18000_18698	-0.06287337	0.1036462	0.0518231	0.1622554	0.03406403	0.01703202	0.3248495	0.06097513	0.03048757	0.03686576	0.01888811	0.009444055	-0.001216269	0.03176031	0.01588015	-0.1449872	0.1155928	0.0577964	0.02988577	0.04079793	0.02039897	0.1112263	0.04373913	0.02186957	0.06433832	0.08643347	0.04321673	0.09079022	0.05754809	0.02877405	0.173198	0.04293521	0.02146761	0.2891544	0.0756645	0.03783225
Contig0.10_15_18756_18854	-0.03553068	0.2538411	0.1269205	0.4620995	0.1947342	0.0973671	0.3260573	0.002139813	0.001069906	-0.01059753	0.1856378	0.0928189	0.1558084	0.06782103	0.03391052	0.8554515	0.0144085	0.00720425	0.2778432	0.179157	0.0895785	0.4807895	0.2226371	0.1113186	0.2707451	0.2006598	0.1003299	0.2799818	0.09858083	0.04929041	0.3970639	0.2475069	0.1237535	0.5004836	0.2084984	0.1042492
Contig0.10_16_19246_19094	-0.03542747	0.1476236	0.0738118	-0.319724	0.1210033	0.06050165	0.2549201	0.2324702	0.1162351	0.06342609	0.09868519	0.0493426	0.2020424	0.1748285	0.08741425	0.01365916	0.1097728	0.0548864	-0.5410005	0.07241595	0.03620798	-0.3550339	0.1364149	0.06820745	-0.2570327	0.142264	0.071132	-0.4320012	0.1639344	0.0819672	-0.06008539	0.2240792	0.1120396	-0.2306719	0.1518219	0.07591095
Contig0.10_17_19930_19358	0.1132645	0.06601082	0.03300541	-0.04042564	0.08065112	0.04032556	-0.01460795	0.03819873	0.01909937	0.1127999	0.0215919	0.01079595	0.08972283	0.08631386	0.04315693	-0.3549585	0.1808035	0.09040175	-0.0784081	0.05631553	0.02815777	-0.2385856	0.07099385	0.03549692	0.06283587	0.1162729	0.05813645	-0.1415174	0.07547088	0.03773544	0.2048291	0.08373545	0.04186773	0.2076776	0.07736044	0.03868022
Contig0.10_18_20712_19960	0.1367701	0.109154	0.054577	-0.136657	0.09954459	0.0497723	-0.124293	0.3566451	0.1783225	0.1662616	0.1146839	0.05734195	0.1158704	0.1187457	0.05937285	-0.1784412	0.1745327	0.08726635	-0.06525222	0.09744292	0.04872146	-0.1389672	0.09220805	0.04610402	-0.05721511	0.062727	0.0313635	-0.07505794	0.03741366	0.01870683	0.1373562	0.02621355	0.01310677	0.2290857	0.03640964	0.01820482
