Contig,ORF,Day1_L2,Day1_L6,Day1_L10,Day1_D2,Day1_D6,Day1_D10,Day2_LL2,Day2_LL6,Day2_LL10,Day2_LD2,Day2_LD6,Day2_LD10
Contig0.10_10_14370_15446,cce_4187,0.1199844,0.574008,-0.49726800000000004,-0.9467839,-0.9126878,-0.5550527,0.3897113,0.7557421,-0.5524321999999999,-0.6207103,0.16113570000000002,0.6189045
Contig0.10_11_16336_15422,cce_4186,-0.006947658000000001,0.3773258,0.28143559999999995,0.09678744,0.1014317,-0.168668,0.03077907,0.289256,0.2323988,-0.2852706,0.06495253,0.001840275
Contig0.10_12_16503_17552,cce_4185,0.3341712,-0.3660122,0.1616793,-0.7437943,-0.8410287000000001,-0.7626094,0.36820970000000003,-0.2705505,0.12134600000000001,0.25290799999999997,0.1817692,0.21285279999999998
Contig0.10_13_17679_17981,cce_4184,0.41894840000000005,-0.1469162,-0.6059302,-0.09944178,-0.11535919999999998,0.13086969999999998,0.194944,-0.08236623,-0.29050679999999995,0.05227071,0.09424309,0.1117869
Contig0.10_14_18000_18698,cce_4183,0.3248495,0.03686576,-0.0012162689999999999,-0.1449872,0.02988577,0.11122629999999999,0.1622554,-0.06287337,0.06433832,0.09079022,0.173198,0.28915440000000003
Contig0.10_15_18756_18854,cce_4182,0.3260573,-0.01059753,0.15580839999999999,0.8554514999999999,0.2778432,0.48078950000000004,0.4620995,-0.03553068,0.27074509999999996,0.2799818,0.3970639,0.5004835999999999
Contig0.10_16_19246_19094,cce_4180,0.2549201,0.06342609,0.2020424,0.01365916,-0.5410005,-0.3550339,-0.31972399999999995,-0.03542747,-0.2570327,-0.4320012,-0.06008539,-0.2306719
Contig0.10_17_19930_19358,cce_4179,-0.01460795,0.11279990000000001,0.08972283,-0.3549585,-0.07840810000000001,-0.2385856,-0.04042564,0.1132645,0.06283587,-0.1415174,0.20482910000000001,0.2076776
Contig0.10_18_20712_19960,cce_4178,-0.124293,0.1662616,0.1158704,-0.1784412,-0.06525222,-0.1389672,-0.136657,0.1367701,-0.05721511,-0.07505794,0.1373562,0.2290857
Contig0.10_19_20881_23430,cce_4177,0.6561556,-0.46101980000000004,-0.2376507,-0.4898345,-0.4279696,-0.23622729999999997,0.4218152,-0.344423,-0.4376032999999999,0.36227459999999995,-0.41822529999999997,-0.05579607
Contig0.10_1_97_759,cce_4196,0.2297911,-0.1014218,-0.07136713,0.2017026,0.04015549,-0.06958528,0.35506409999999994,-0.1159067,-0.10236160000000001,0.1769541,-0.1343361,-0.03546127
Contig0.10_20_23501_25597,cce_4176,0.1440181,-0.6502723000000001,-0.258513,0.150686,0.6309899,0.6372007,0.3392369,0.1093538,0.60559,0.4537294,0.04003396,-1.14418
Contig0.10_21_25654_27474,cce_4175,0.3396802,-0.23478510000000002,-0.2691539,-0.27525809999999995,-0.27934000000000003,0.02964045,0.2614201,-0.34309409999999996,-0.12947,0.48911140000000003,0.01198843,-0.15107579999999998
Contig0.10_22_28171_27554,cce_4174,-0.5213539,-0.3867317,-0.2366799,0.4994206,1.023117,1.322258,-0.9046564,-0.9516131999999999,-0.7580238,-0.5611036,-0.6701036,-0.8050855
Contig0.10_23_28632_29429,cce_4173,0.01500482,-0.04997418,-0.05167411,-0.3254118,-0.01194199,0.2181455,0.1748858,-0.03807527,0.03301428,-0.03749844,0.04464586,0.17393150000000002
Contig0.10_24_29520_29900,cce_4172,-0.02763526,-0.05002987,-0.08822615,-0.35277509999999995,-0.03858311,0.24808320000000003,0.01713578,-0.09154045,0.03387457,-0.11439169999999999,-0.03817953,0.003225135
Contig0.10_25_30034_30492,cce_4171,0.10821900000000001,0.019796400000000002,0.06812011,-0.03039679,-0.1412955,0.09921826,0.11129589999999999,-0.09818912,0.0794443,0.08915211,0.1522539,0.1987016
Contig0.10_26_30606_32255,cce_4170,0.09170842,0.10412329999999999,-0.07071621,-0.02371809,-0.09641694,0.08075937,0.1291761,0.07690406,-0.05760313,-0.05738886,0.02079902,0.1000997
Contig0.10_27_32293_33747,cce_4169,0.059779,-0.03154034,0.06111709,0.09518843,0.1528967,0.1488047,0.05372512,0.006139875,-0.07988276,-8.52875e-05,-0.0365346,0.0005146080000000001
Contig0.10_28_33752_34723,cce_4168,0.08262462,0.02968951,-0.01877323,-0.17154660000000002,0.0192071,-0.05546956,0.06366512,-0.02113892,0.03261107,-0.005553395,0.07909574,0.02449583
Contig0.10_29_34886_35347,cce_4166,0.03981866,-0.08842011,-0.1899005,-0.24770189999999997,-0.10710330000000001,0.0437056,0.09444342,-0.03920464,-0.2007847,0.02895292,0.08234851,0.3561263
Contig0.10_2_893_1255,cce_4195,0.8008981,-0.5901821,-0.6441498000000001,-0.6423884,-1.115348,-0.8367041,1.187426,-0.352087,-0.7479946999999999,0.5857994000000001,-0.6245407,-0.09973351
Contig0.10_30_35430_36251,cce_4165,-0.1326018,0.139209,0.10729870000000001,-0.35361909999999996,-0.1190493,-0.005180925,-0.09566484,0.2003691,0.07837985,-0.1186787,0.17946199999999998,0.2781652
Contig0.10_31_36368_37006,cce_4164,0.01131123,0.03939653,0.0163548,0.1265821,0.08056673,0.09443063,-0.04078415,0.2307799,-0.02080579,0.03279097,0.139221,0.1778118
Contig0.10_32_37073_37717,cce_4163,-0.0798039,0.04971877,0.03767777,0.07622794,0.2170552,0.01857283,-0.009755095,0.10604100000000001,-0.02671168,-0.1033461,-0.05058245,-0.02381844
Contig0.10_33_37784_38170,cce_4162,0.01239786,-0.09126588,-0.12495519999999999,-0.1031011,0.11266369999999999,0.1687315,-0.03171081,-0.2281295,-0.0969419,0.09523024,-0.09362382,-0.05218011
Contig0.10_34_38309_38695,cce_4161,0.1080251,-0.01563146,-0.06086711,-0.19578299999999998,0.07138959,0.04219658,0.09188509,-0.02362068,0.02369489,0.1322439,0.001575925,0.21215830000000002
Contig0.10_35_38700_38990,cce_4160,-0.05907915,-0.17198729999999998,-0.1254815,0.1078297,0.2001602,0.1611697,0.05819423,-0.1840776,-0.11567619999999999,0.05433314,0.01795747,0.17652420000000002
Contig0.10_36_40265_39024,cce_4159,0.00958493,0.0005746000000000001,-0.02604475,0.3801498,0.02313123,0.11626420000000001,0.04236736,0.02276762,-0.11290460000000001,-0.10446889999999999,-0.08985338,-0.03761466
Contig0.10_38_40989_40561,cce_4157,0.21407270000000003,0.23343440000000001,-0.1287013,-0.3220368,-0.6365684,-0.49323820000000007,0.2329672,0.4453415,-0.12655940000000002,-0.3182737,0.2624886,0.3589923
Contig0.10_39_42884_40989,cce_4156,-0.05218841,0.1710414,-0.06988454,0.1034645,0.22938649999999997,-0.1226818,0.03348266,0.3429114,-0.03578249,-0.2642594,0.12151279999999999,0.3012887
Contig0.10_3_1293_1841,cce_4194,0.49642840000000005,-0.3848769,-0.06824723,-0.2463444,-0.1737271,-0.2631472,0.5672522,-0.2695355,-0.43143279999999995,0.5879659,-0.3063097,0.02032447
Contig0.10_40_43261_43103,cce_4155,-1.2229299999999999,-1.397569,-0.7100744999999999,0.9273520000000001,2.120466,1.373884,-0.8510348,-0.2610732,-0.6096362,-0.7552966,-0.860966,-0.6150639
Contig0.10_41_43685_43371,cce_4154,-1.747265,-1.2846799999999998,1.099475,0.950918,-1.418539,-1.488032,-1.154679,-1.532015,1.200285,0.6983099,-0.6198680999999999,-1.4704540000000001
Contig0.10_42_43864_43688,cce_4153,-2.7235150000000004,-1.908971,1.256526,0.7252694000000001,-2.2649310000000002,-2.61193,-1.883706,-2.300451,1.2016069999999999,0.5778353,-0.7871479,-2.120505
Contig0.10_43_44370_46166,cce_4152,-0.47073909999999997,-0.2575219,0.5104449999999999,0.7065819000000001,-0.2993634,-0.3968207,-0.3273572,-0.34128459999999994,0.7188104000000001,0.7804274999999999,0.26785159999999997,-0.1485164
Contig0.10_44_46316_47512,cce_4151,-0.11870639999999999,-0.03180904,0.11920879999999999,0.20249129999999999,-0.01698822,0.00689015,-0.05014053,-0.07031848,0.1230575,0.27586869999999997,0.16951549999999999,-0.009228825
Contig0.10_45_47502_48197,cce_4150,-0.628913,-0.31223490000000004,0.6339799,0.9064450999999999,-0.8744843000000001,-0.9814105,-0.8400228999999999,-0.5483194,1.006585,0.6834038,0.30702690000000005,-0.25744120000000004
Contig0.10_46_48184_48999,cce_4149,-0.1334614,-0.3099515,0.3079608,-0.1510759,-0.677657,-0.4625246,-0.263231,-0.5737409000000001,0.6621279,0.8520065999999998,0.3345922,-0.552649
Contig0.10_48_49667_51889,cce_4147,-0.2048295,0.2670985,-0.21802829999999998,-0.2301183,-0.12361849999999999,-0.1513194,-0.03700711,0.30635009999999996,-0.1784998,-0.272392,0.26397950000000003,0.5640001
Contig0.10_49_52870_52034,cce_4146,0.1661914,-0.04116933,-0.16864229999999997,0.06724423,-0.0386466,-0.060011699999999994,0.1926589,0.07495546,-0.23343470000000002,0.02405049,-0.03139011,0.07697419999999999
Contig0.10_4_1944_1846,Contig0.10_4_1944_1846,-0.03525463,-0.001096807,0.00379038,0.1003867,0.08278523,0.07582001,0.006712861,0.04771342,0.01428689,0.04061111,-0.04002051,-0.04176257
Contig0.10_50_52976_52878,cce_4145,-0.008945691,0.0034214429999999997,-0.004225465,0.14925239999999998,0.062252499999999995,0.04450219,0.007942925,-0.01188965,-0.06795282,-0.01319893,-0.06288216,-0.02183441
Contig0.10_51_52975_53187,cce_4144,0.2897893,0.18269570000000002,-0.36268459999999997,-0.2543079,-0.4001655,-0.3277913,0.05038033,0.05797766,-0.02711675,0.05594561,0.01825906,-0.03295846
Contig0.10_52_53321_53842,cce_4143,0.5960561,-0.1818306,-0.384891,-0.03688395,-0.2998402,-0.116807,0.5981652,-0.1220039,-0.1723416,0.5286083,0.1506394,0.05197566
Contig0.10_53_53972_54586,cce_4142,0.34940370000000004,0.686157,-0.7484312,-2.254825,-1.9533770000000001,-1.4170129999999999,0.18020899999999998,0.4176206,-0.9570900999999999,-0.742707,0.5441739999999999,0.6229894
Contig0.10_5_2016_5444,cce_4193,0.13518339999999998,-0.03294880000000001,-0.07936535,0.1220452,0.06543558,-0.03200792,0.3037422,0.0083149,-0.04678918,0.15628399999999998,0.029836200000000004,0.04689062
Contig0.10_6_5533_8922,cce_4191,0.3102065,-0.12379589999999999,-0.2004733,-0.23460889999999998,-0.1745058,-0.18297879999999997,0.5518491999999999,-0.05862123,-0.2175127,0.2635078,-0.1457945,0.05463495
Contig0.10_7_9019_12390,cce_4190,-0.01346227,-0.31053400000000003,-0.26870770000000005,0.07388271,0.6989962,0.28867129999999996,0.0859467,-0.3997975,-0.2466337,0.2341933,-0.21725820000000004,-0.45941499999999996
Contig0.10_8_12461_12985,cce_4189,0.1149855,-0.05605062,-0.06160454,-0.1160971,-0.06841542,-0.02736374,0.30298059999999993,-0.03352091,-0.1329059,0.1360805,-0.06224401,0.01010838
Contig0.10_9_13077_14318,cce_4188,0.006850965,-0.6113328,-0.3449888,0.12106689999999999,0.7452466,0.6615938,0.2311799,-0.06002625,0.4065348,0.327968,-0.01022486,-1.1376979999999999
Contig0.1_10_7690_9357,cce_4519,-0.2184243,0.04508622,-0.02360331,0.03368067,0.45411540000000006,0.1353181,-0.2027531,0.1335672,-0.1363415,-0.1990844,-0.1606371,-0.1018044
Contig0.1_11_9417_9554,cce_4518,0.6312241,-0.19409089999999998,-0.5573175,-1.464464,-0.8213024,-0.21932620000000003,0.3815458,-0.4460906,-0.8415914000000001,-0.3382412,-0.46371359999999995,-0.1806221
Contig0.1_12_9637_10179,cce_4517,0.18856420000000002,-0.1673508,-0.1780342,-0.2295203,0.17000539999999997,-0.07082434,0.33080640000000006,-0.1401216,-0.15939,0.09567894,-0.03501343,0.05663061
Contig0.1_13_10626_10315,cce_4516,-0.2392455,0.9858004000000001,-1.1630690000000001,-1.4280540000000002,-1.1553440000000001,-1.163295,-0.2031434,1.174696,-1.304791,-1.3661020000000001,0.01502235,0.8567744
Contig0.1_14_10625_10744,Contig0.1_14_10625_10744,-0.08352969,-0.07936812,-0.18654179999999998,0.2058105,0.31736129999999996,0.1433316,0.06446783,-0.07854268,-0.17860399999999998,-0.008180787,-0.029814900000000002,-0.01886178
Contig0.1_15_10750_12783,Contig0.1_15_10750_12783,0.2616097,0.1170779,-0.05702462,-0.1817786,0.1223915,0.03392579,0.3313125,0.22765149999999998,0.03422978,0.003873195,0.05780667,0.08123331
Contig0.1_16_12898_13110,cce_4514,0.5469244000000001,-0.15565410000000002,-0.1418836,-0.6496895,-0.5638443000000001,-0.33498779999999995,0.6834413,-0.17478329999999997,-0.22309659999999998,-0.061805,-0.3051528,-0.158196
Contig0.1_17_13346_13152,cce_4513,-0.5830886,-1.066675,-1.011223,0.6215205,0.40262420000000004,0.7170411999999999,-0.006877309,-0.5131944,-0.9540040999999999,0.042088,-0.2789028,-0.47545190000000004
Contig0.1_18_15510_13711,cce_4512,-0.07229078,0.2958067,0.1603321,0.02622828,-0.1055549,-0.1746862,-0.0611846,0.3020246,0.33307359999999997,-0.05677621,0.21766359999999998,0.1645807
Contig0.1_19_17904_15715,cce_4511,0.08764653,0.03973288,-0.1356115,0.03022183,-0.01979357,-0.05959944,0.01542371,0.03182778,0.2310424,0.09466136,0.1392345,-0.03140052
Contig0.1_1_62_613,cce_4528,0.3852763,0.02122381,-0.3598051,0.1374771,-0.6235853,0.3170623,0.2654937,-0.108049,0.1113864,-0.04816801,-0.2610343,-0.33520279999999997
Contig0.1_21_18214_20160,cce_4510,-0.818654,0.007645399999999999,0.7737906,-0.47867299999999996,-1.032801,-1.049617,-0.5045345,0.15107579999999998,0.7996619,-0.5704144,-0.07144112,0.3749071
Contig0.1_22_20357_20917,cce_4509,0.08925224,0.1792741,-0.006464715,-0.04378673,-0.1599125,-0.07992571,0.0943755,0.19061240000000002,0.23243609999999998,-0.05995899,-0.07433563,-0.1275451
Contig0.1_23_22030_21023,cce_4508,-0.03963627,0.04481248,0.05447511,0.24009029999999998,0.08423586,0.09773365,0.08067205,0.127451,0.09402779,-0.03123099,0.05696147,0.02687515
Contig0.1_24_22812_22033,cce_4507,-0.1519074,0.008247117,-0.06446803,0.1106924,-0.008438882,-0.11261019999999998,-0.1103238,-0.09920014,0.0872701,0.06773397,0.08435347,-0.02757757
Contig0.1_25_23937_22933,cce_4506,-0.003361573,0.01488949,-0.06235094,-0.04416981,0.04535949,0.07375748,0.03297094,0.009565055,-0.05344269,-0.00226624,0.02632831,0.14376229999999998
Contig0.1_26_25202_24003,cce_4505,0.03585138,-0.0280384,-0.06917895,0.0957566,0.1732385,0.1379921,-0.0672405,-0.0797074,-0.07018345,0.01852553,-0.1635758,-0.003902075
Contig0.1_27_26181_25282,cce_4504,0.08669878,0.1342531,-0.001759546,-0.05897375,0.04328535,-0.006521308000000001,0.000278388,0.03336053,0.03068656,0.0123769,-0.010499600000000001,0.11278030000000001
Contig0.1_28_26774_26409,cce_4503,0.0213446,0.2768428,-0.02041008,-0.03543232,0.05842012,0.23467910000000003,-0.43193230000000005,-0.08718107,-0.37424840000000004,-0.2861458,-0.04899005,-0.20408099999999998
Contig0.1_29_27394_28074,cce_4502,0.1322432,0.004025327,0.07711277,-0.06411546,0.1263785,-0.04232238,0.07590984,-0.03695721,0.0523508,0.009700047,0.09419069999999999,1.59975e-05
Contig0.1_2_1063_680,cce_4527,0.2233241,0.08437631,-0.16115520000000003,0.05214798,-0.07582899,0.09946893,-0.20627129999999996,-0.1119299,-0.1822902,0.12269870000000001,0.1064077,-0.06144515
Contig0.1_30_28091_28219,cce_4501,0.1736135,0.1381156,0.269541,0.42338450000000005,0.17111210000000002,0.1016471,0.2169117,0.19685629999999998,0.5552581999999999,0.24031529999999998,0.4385877,0.1051546
Contig0.1_31_28744_28277,cce_4500,0.04146475,-0.0028679870000000002,0.03986546,0.09584172,0.1384639,0.04020153,0.006756678,-0.000639658,-0.0130656,0.07870205,0.1432431,0.1902402
Contig0.1_32_29570_29061,cce_4499,0.09364855,-0.07725592,-0.1411345,-0.1692412,-0.1953218,-0.05849261,0.08320215,-0.1519377,-0.2238547,0.1886072,0.1687056,0.39347709999999997
Contig0.1_33_30507_29665,cce_4498,-0.01633686,0.05686901,0.06243274,0.02860367,0.08228914,0.08837565,-0.03677018,0.06218207,-0.03710655,-0.06299035,-0.03747793,0.02597826
Contig0.1_34_31318_30512,cce_4497,-0.01412929,0.08550081,0.08028937,0.1236903,0.02276729,-0.03593444,-0.02944491,0.15264439999999999,0.05439490000000001,-0.07007825,-0.09297792,0.04257911
Contig0.1_35_31586_31783,cce_4496,-0.2690341,0.2661686,0.08584797,-0.1994655,-0.08918689,-0.1464037,-0.1648324,0.47160799999999997,0.04493165,-0.46300909999999995,-0.1676424,-0.31062649999999997
Contig0.1_36_31900_31793,cce_4495,0.1205029,-0.06875451,0.05230341,-0.2116453,0.004280532,0.01533722,0.04733285,0.05161074,0.05292778,0.1138711,-0.02635433,0.03543085
Contig0.1_37_32546_32103,cce_4494,-0.01491319,-0.04956087,0.2123458,0.4036232,0.1779751,0.1215772,0.1694143,0.4771911,0.5707014,0.10474220000000001,0.1921755,-0.05496339
Contig0.1_38_33714_32581,cce_4493,-0.07795025,0.299223,0.06474664,-0.3362622,-0.2474516,-0.3157379,0.1265965,0.34292490000000003,0.08241477,-0.4440232,-0.10293139999999998,-0.1358532
Contig0.1_39_34824_33910,cce_4492,-0.04435327,-0.031119499999999998,0.04302138,0.28154,0.1218661,0.1273303,0.03258169,0.06647148,0.1064201,0.06485969999999999,-0.03526811,-0.00928862
Contig0.1_3_1154_2128,cce_4526,-0.01951441,-0.006414445,0.03107772,0.09927374,0.1647026,0.101656,0.03887859,0.01619966,0.00360352,0.01023505,0.05740662,-0.000876638
Contig0.1_40_35848_35036,cce_4491,0.052221500000000004,0.04140302,0.05258542,0.036903399999999996,0.166992,0.05726079,0.07866966,0.04265996,0.1018785,0.009537202,0.1013346,-0.01662083
Contig0.1_41_35891_36097,cce_4490,0.06466529,0.3325413,-0.6861036,-0.3361595,-0.5346692,-0.03227157,-0.1573793,0.3307058,-0.6743053000000001,-0.4203664000000001,0.216281,0.2490991
Contig0.1_4_2650_2132,cce_4525,0.1551007,-0.01584443,-0.05492802,0.05116322,-0.04716717,-0.07139303,0.2160104,-0.02241853,-0.135138,-0.05133333,-0.041025099999999995,-0.00539953
Contig0.1_5_3419_2697,cce_4524,0.5576149,-0.10836689999999999,-0.3401301,-0.3677474,-0.3591724,-0.2439748,0.5851335,0.03720966,-0.1600136,0.02417294,-0.06091619,0.01730422
Contig0.1_7_5044_5271,cce_4522,0.25459760000000003,0.21873879999999998,-0.40658940000000005,-0.7246233,-0.48755699999999996,-0.08268865,0.2039874,0.24660820000000003,-0.37358109999999994,-0.558431,-0.07783593,-0.07699275
Contig0.1_8_5325_6062,cce_4521,0.153783,0.2352078,0.02711308,0.10595399999999999,0.03231498,0.2510929,0.2428674,0.21596790000000002,0.07186861,-0.14860879999999999,0.2484094,0.2943584
Contig0.1_9_6230_7525,cce_4520,-0.1990718,-0.04034855,-0.01217113,-0.07485551,0.3909434,0.1749619,-0.1955374,-0.1298823,0.0885813,0.03999786,-0.0380928,-0.2437607
Contig0.2_10_10150_8693,cce_4480,0.1063875,-0.114639,-0.1209371,-0.000355475,0.19808779999999998,0.14978699999999998,0.11498,0.028044200000000002,0.02630822,0.02406573,-0.02699332,0.01047703
Contig0.2_11_10279_11202,cce_4479,0.22384079999999998,0.1087368,-0.1699527,-0.2878668,-0.1928596,-0.19166760000000002,0.1501264,0.02778669,-0.04458057,0.1427795,0.07834218,0.07616789
Contig0.2_12_11722_13581,cce_4478,-0.2892818,-0.19965410000000003,0.5580560999999999,0.4861005,-0.5523147,-0.543111,-0.04774584,-0.08623650000000001,0.2950114,0.2807551,0.3173337,0.40865100000000004
Contig0.2_13_14239_13700,cce_4477,0.08759458,0.09715126,0.06789021,-0.16521660000000002,-0.1385221,-0.1047639,0.04419751,0.04021261,0.24357150000000002,0.11677930000000002,0.05106679,-0.06667483
Contig0.2_15_15205_16398,cce_4475,-0.3052804,0.3319057,0.1548015,-0.430568,-0.157857,-0.03710576,-0.3117014,0.3522152,-0.08467637,-0.11360060000000001,0.06113082,0.5065183
Contig0.2_18_17927_17061,cce_4473,0.005714015,0.05516396,0.04201676,0.10857049999999999,0.06512748,0.08687397,-0.02914055,-0.001210267,-0.09726356,-0.06957346,-0.03302488,0.008711377
Contig0.2_1_1024_80,cce_4489,0.7835504,-0.4954432,-0.8146755,-1.739459,-1.170121,-0.6886954000000001,0.8059354999999999,-0.11512180000000001,-0.7943079000000001,0.327263,0.03322091,0.6300905
Contig0.2_20_18538_19452,cce_4471,-0.02786653,-0.009348475,0.01119635,0.2679597,0.1431717,0.07732758,-0.05623482,-0.03723935,-0.05928895,-0.056699,0.05557205,-0.0344906
Contig0.2_22_22835_20007,Contig0.2_22_22835_20007,-0.17866600000000002,-0.008759902,0.2043315,0.42256499999999997,0.7793213000000001,0.48646999999999996,0.01427641,-0.1305219,-0.04392781,-0.1191052,-0.005861013000000001,0.13622279999999998
Contig0.2_23_23169_24056,cce_4468,0.03981267,-0.14866410000000002,0.04104586,0.3833081,0.4648395,0.36888309999999996,0.03137617,0.07740513,0.2816459,0.17174560000000003,0.1440396,-0.3106087
Contig0.2_24_24107_24367,cce_4467,-0.2719954,-0.220362,0.3773455,-0.4392821,-0.5339826999999999,-0.03257926,-0.34638779999999997,-0.2055482,0.6834234,0.17330399999999999,0.146739,-0.250256
Contig0.2_25_24377_24757,cce_4466,-0.1477932,-0.1568271,0.3533618,-0.35174190000000005,-0.4929647,0.008218016,-0.3011991,-0.1872926,0.3975077,0.203805,0.05806918,-0.14756729999999998
Contig0.2_26_26486_24783,cce_4465,-0.06059378,0.0402417,0.06212735,0.11555460000000001,0.1616204,0.12496780000000002,-0.04328406,0.02575943,0.02075965,-0.03877601,0.07413463,0.08068347
Contig0.2_27_26931_26671,cce_4464,-0.29709,-0.17645629999999998,0.29355840000000005,-0.2402201,-0.41405159999999996,-0.4061858,-0.19842379999999998,-0.227483,0.7570294,0.1321684,0.03259052,-0.2494
Contig0.2_28_27828_26974,cce_4463,-0.1311055,-0.0312062,0.3012277,0.03802928,-0.2574049,-0.24450120000000003,0.08941405,-0.09161243,0.417617,0.2412721,0.2791444,0.05467302
Contig0.2_29_28106_27831,cce_4462,-0.7677018,-0.5898694,0.517644,0.1146135,-1.098377,-1.177316,-0.9697319,-0.8783075,0.6316776,0.6306014,0.3489813,-0.5903757
Contig0.2_2_2624_1113,cce_4488,0.7483185,-0.27481079999999997,-0.85701,-1.022782,-1.1417620000000002,-0.8119849,0.7219218000000001,-0.04904764,-0.7583585,0.09931528,-0.02609506,0.4564758
Contig0.2_30_28859_28296,cce_4461,0.17918910000000002,-0.2121161,0.1890582,-0.8380065999999999,-1.2909979999999999,-0.9496313,0.02606899,-0.1291155,0.12758989999999998,0.7838331999999999,0.46971809999999997,-0.03658296
Contig0.2_31_29232_31043,cce_4460,0.197449,0.1072413,-0.04709107,-0.1498108,-0.21517750000000002,-0.168852,0.05773747,0.08847163,-0.0681105,0.006932133,0.06465246,0.150481
Contig0.2_32_31108_32073,cce_4459,-0.005936899,-0.02352694,0.00068317,0.0811809,0.09865788,0.1269527,0.04009906,0.003309588,-0.06513071,0.03826741,0.1389871,0.09793392
Contig0.2_33_32247_32666,cce_4458,0.2296218,0.215439,0.46473059999999994,0.18999929999999998,-0.02758363,0.03755095,0.7304799,0.3996085,0.5636227,0.6087541999999999,0.6149228,0.4661594
Contig0.2_34_34112_32718,cce_4457,-0.13605889999999998,-0.10810460000000001,0.1878456,0.10296389999999998,0.03828147,0.02727145,-0.0561981,0.02092943,0.3130487,0.05149185,-0.07657436,0.1453119
Contig0.2_35_35369_34137,cce_4456,-0.07565239,-0.02475423,0.13221070000000001,0.1815096,0.125442,0.09666294,0.008068818,0.08463145,0.17039479999999999,0.04716875,0.05115017,0.1392396
Contig0.2_36_36614_35376,cce_4455,-0.1247532,-0.08206568,0.1710443,0.20738649999999997,-0.001951511,0.0494225,-0.05333318,-0.01536885,0.2518614,-0.03683868,-0.04073027,0.126797
Contig0.2_37_37660_36728,cce_4454,-0.33202719999999997,-0.1618386,0.4176391,0.11423610000000001,0.01694562,0.003506975,-0.1847826,-0.1118325,0.5562071999999999,-0.09094964,-0.1271812,0.2327393
Contig0.2_38_38668_37742,cce_4453,-0.4289023,-0.21869229999999998,0.42377440000000005,-0.1907436,-0.1612124,-0.2488746,-0.1906756,-0.163662,0.7611220000000001,-0.10092999999999999,-0.1460839,0.3383276
Contig0.2_39_39628_38723,cce_4452,-0.6180945999999999,-0.4222125,0.5496451,0.01693775,-0.1959507,-0.23860789999999998,-0.19221549999999998,-0.3492998,0.7395649000000001,-0.169445,-0.2965099,0.2996733
Contig0.2_3_3226_2669,cce_4487,0.9721139999999999,-0.3039577,-0.8958993000000001,-1.8782459999999999,-1.506838,-0.8468995,0.8970978000000001,0.1651497,-0.8651582,0.11594249999999999,-0.1475915,0.6736607
Contig0.2_40_40144_39686,cce_4451,-0.7714546,-0.6004807,0.6609044,-0.0842538,-0.5301225,-0.6076529,-0.25681170000000003,-0.5609359,1.073279,-0.2707198,-0.5835060999999999,0.3873685
Contig0.2_41_41096_40284,cce_4450,-1.915864,-1.575282,0.5974451,0.3235367,-1.340085,-1.221543,0.7028264,-1.57621,0.8646258,0.3170635,-1.4232479999999998,0.45333999999999997
Contig0.2_42_42167_41532,cce_4449,0.02543523,0.06737989,0.07047239999999999,0.03833041,-0.000883077,0.007930694,-0.09602883,0.00205785,-0.000765748,-0.03762982,0.0703877,0.01571847
Contig0.2_43_43037_42225,cce_4448,-0.04893241,0.06194761,0.01423505,0.19356070000000003,0.1925841,0.04696363,0.03461497,0.119374,0.1469604,-0.03431532,0.1301068,0.01139943
Contig0.2_44_43491_43081,cce_4447,0.04441999,-0.04696976,0.04846905,0.2585308,0.1651123,0.1045598,-0.01987488,0.0760416,0.08750352,0.07730802,-0.0316824,-0.05270886
Contig0.2_45_43586_43675,cce_4446,0.7907663,-0.03985838,0.002765215,-0.08455878,-0.3312822,-0.1170464,0.9031669,0.40140990000000004,0.1368655,0.1635527,0.5894684,0.27298449999999996
Contig0.2_46_43680_43823,cce_4445,0.7833131,0.03377731,0.1292722,0.06799755,-0.11553599999999999,0.08792037,0.9422485999999999,0.446641,0.1815703,0.219678,0.5583298000000001,0.3829652
Contig0.2_48_45939_44476,cce_4443,0.13084569999999998,-0.1004803,-0.02285717,0.07404335,-0.03808255,0.1667461,0.02413217,-0.07259644,-0.06184065,0.01375317,-0.1585508,-0.1297692
Contig0.2_49_47470_45989,cce_4442,-0.0208421,-0.11959700000000001,-0.06060931,0.3590199,0.301492,0.27365890000000004,0.06571518,-0.1237815,0.07324059,0.1074402,-0.0549341,-0.1614046
Contig0.2_4_3765_3229,cce_4486,0.8977184000000001,-0.3637484,-1.0662049999999998,-1.9373479999999998,-1.405751,-0.8012667,0.9010775,0.16958420000000002,-0.9005822,0.10160380000000001,-0.1235373,0.6395900999999999
Contig0.2_50_48013_47882,cce_4441,0.6198406,0.2964765,-0.2998212,-1.408992,-0.8118217,-0.5115241,0.6990219,0.2585103,-0.23625429999999997,-0.7940282,-0.2156901,-0.6830799
Contig0.2_51_48172_49269,cce_4440,0.06986841,-0.48564840000000004,-0.2740236,0.06289838,0.8539796000000001,0.7057174,0.27741209999999994,-0.16553729999999997,0.3210475,0.3756656,-0.01495538,-0.7254322
Contig0.2_52_49501_50190,cce_4439,0.21815660000000003,0.10162719999999999,-0.08926093,-0.1333503,-0.2169065,-0.1981056,0.3915508,0.2931758,-0.01750462,-0.02736116,0.19430250000000002,0.362722
