Contig,ORF,Day1_D1,Day1_D5,Day1_D9,Day1_L1,Day1_L5,Day1_L9,Day2_D1,Day2_D5,Day2_D9,Day2_L1,Day2_L5,Day2_L9
Contig4.5_17_17651_18973,cce_0967,0.37,0.57,0.29,-0.19,-0.08,-0.17,0.36,0.3,0.37,-0.11,-0.01,-0.11
Contig4.5_18_19247_18966,cce_0968,0.51,0.36,-0.01,-0.25,-0.35,-0.25,0.7,0.14,0.04,-0.15,-0.15,-0.15
Contig4.5_19_19660_19490,Contig4.5_19_19660_19490,0.19,0.17,-0.1,-0.27,-0.35,-0.25,0.31,-0.05,-0.14,-0.2,-0.17,-0.2
Contig4.5_1_1_591,cce_0951,-0.38,-0.32,-0.18,0.35,0.09,-0.11,-0.41,0.04,,0.55,0.26,-0.03
Contig4.5_20_20988_19672,cce_0969,1.08,0.29,-0.18,-0.65,-0.43,-0.49,1.3,0.17,-0.08,-0.45,-0.4,-0.4
Contig4.5_21_21696_21022,cce_0970,1.41,0.57,-0.06,-1.18,-0.73,-0.74,1.49,0.23,-0.29,-1.01,-0.58,-0.7
Contig4.5_2_1517_666,cce_0952,0.02,0.18,-0.11,0.19,0.11,-0.05,0.15,0.16,0.29,0.07,-0.02,0.09
Contig4.5_3_2172_5804,cce_0953,1.26,0.32,-0.23,-0.57,-0.52,0.06,1.46,0.32,-0.24,-0.41,-0.36,-0.07
Contig4.5_4_6743_5862,cce_0954,0.38,0.24,-0.01,-0.1,-0.08,0.11,0.3,0.09,0.01,0.04,-0.03,-0.06
Contig4.5_5_7549_6761,cce_0955,0.18,0.35,-0.21,-0.23,0.04,0.05,0.1,0.22,0.19,-0.22,0.09,-0.01
Contig4.5_7_8937_9857,cce_0957,-0.11,-0.1,-0.08,0.05,-0.08,-0.02,-0.1,-0.05,-0.06,0.08,0.01,-0.01
Contig4.5_8_10192_11265,cce_0958,0.58,0.26,0.32,-0.97,0.1,0.2,0.5,0.1,0.48,-0.88,-0.3,-0.13
Contig4.5_9_11525_11842,cce_0959,0.41,0.09,0.17,-0.18,0.13,0.1,0.32,0.07,0.17,-0.15,-0.01,-0.01
Contig4.6_12_7355_7110,cce_0980,-0.1,0.1,-0.08,-0.16,-0.23,-0.19,-0.09,-0.07,-0.08,-0.13,-0.16,-0.16
Contig4.6_13_7872_7312,cce_0981,0.03,0.12,0.04,-0.03,-0.1,-0.08,0.04,0.05,0.04,,-0.05,-0.05
Contig4.6_14_8076_7924,cce_0982,-0.04,0.07,-0.03,-0.05,-0.03,-0.04,0.02,0.03,,-0.02,,-0.03
Contig4.6_16_8617_8883,cce_0984,0.16,0.01,0.08,0.06,0.02,0.03,0.13,0.06,0.07,0.01,0.04,
Contig4.6_17_8909_9553,cce_0985,0.01,0.05,0.03,,-0.01,,0.05,0.03,0.07,0.01,0.05,0.03
Contig4.6_18_9976_11181,cce_0986,0.55,0.39,-0.04,-0.15,-0.15,-0.18,0.54,0.4,0.14,-0.11,-0.13,-0.11
Contig4.6_19_11329_12618,cce_0987,-1.43,-0.43,-0.2,1.06,-0.65,-1.39,-1.69,-0.09,-0.13,0.88,-0.43,-1.2
Contig4.6_1_758_354,cce_0971,-0.12,-0.08,,-0.3,-0.12,-0.14,-0.17,-0.16,,-0.3,-0.22,-0.15
Contig4.6_20_12688_13503,cce_0988,-0.37,0.01,-0.02,0.4,-0.24,-0.27,-0.36,,-0.05,0.27,-0.06,-0.25
Contig4.6_21_14049_16295,cce_0989,-1.45,-1.49,-0.6,-0.41,0.33,0.33,-1.52,-1.67,-0.49,-0.52,0.5,0.2
Contig4.6_22_16475_17665,cce_0990,-1.55,-1.71,-0.61,-0.41,0.47,0.33,-1.57,-1.64,-0.44,-0.54,0.56,0.25
Contig4.6_23_17628_17894,cce_0990,-1.34,-1.74,-0.63,-0.43,0.6,0.33,-1.39,-1.59,-0.4,-0.49,0.69,0.31
Contig4.6_2_856_1413,cce_0972,-0.46,-0.52,-0.18,0.32,0.31,0.15,-0.36,-0.24,-0.09,0.28,0.35,0.22
Contig4.6_3_3281_1776,cce_0973,-0.67,-0.3,-0.34,0.34,-0.02,-0.31,-0.73,-0.26,-0.37,0.27,0.08,-0.18
Contig4.6_4_4031_3381,cce_0974,0.06,0.26,-0.01,0.16,-0.13,-0.23,0.04,0.2,0.19,0.15,0.1,-0.1
Contig4.6_5_4151_4627,cce_0975,0.27,0.4,,-0.02,-0.33,0.04,0.33,0.54,0.1,-0.01,-0.29,-0.03
Contig4.6_6_4653_6278,cce_0976,0.31,0.28,0.11,-0.02,-0.18,0.03,0.31,0.4,0.12,,-0.14,-0.07
Contig4.6_9_6692_6937,cce_0978,,0.35,0.08,-0.03,-0.19,-0.05,-0.02,0.12,0.02,0.03,-0.04,-0.02
Contig4.7_1_265_774,cce_0992,-0.02,-1.09,-1.32,-0.36,0.48,0.7,0.21,-0.92,-1.32,-0.41,-0.25,0.46
Contig40.1_1_1887_73,cce_1098,0.23,0.08,0.04,-0.02,0.01,-0.04,0.28,0.16,0.28,-0.01,0.02,0.07
Contig40.1_2_2280_1960,cce_1097,-0.24,-0.07,-0.14,0.36,0.22,-0.06,-0.39,0.13,0.04,0.39,0.19,-0.01
Contig40.1_4_3069_3347,cce_1095,-0.02,-0.13,-0.09,0.08,0.13,0.05,,-0.04,-0.03,0.06,0.09,0.07
Contig40.1_5_3413_3820,cce_1094,0.01,-0.24,-0.05,0.13,0.24,0.06,-0.02,-0.02,-0.03,0.07,0.13,0.11
Contig40.1_6_5428_3824,cce_1093,0.52,0.08,-0.17,-0.2,0.64,0.15,0.47,0.04,-0.06,-0.12,0.32,0.09
Contig40.1_7_5685_5563,Contig40.1_7_5685_5563,-0.42,0.43,0.05,-0.63,-0.75,-0.24,-0.65,0.07,0.31,-0.69,-0.96,-0.22
Contig40.2_1_652_476,cce_1092,0.08,0.01,0.09,0.03,0.04,0.05,0.07,0.03,0.03,-0.06,-0.04,-0.02
Contig40.2_2_861_1235,cce_1091,-0.2,-0.4,-0.14,-0.04,0.21,0.24,-0.15,-0.36,-0.18,-0.09,0.08,0.2
Contig40.3_10_11068_10121,cce_1081,0.28,-1.07,-1.12,-0.71,-0.39,1.16,0.34,-0.94,-1.03,-0.71,-0.43,0.92
Contig40.3_11_12411_11320,cce_1080,,-0.01,-0.03,-0.1,-0.1,0.01,-0.01,-0.07,-0.01,-0.06,-0.02,
Contig40.3_12_12643_12425,cce_1079,0.04,-0.05,0.01,0.02,0.03,0.13,0.04,-0.11,0.11,0.07,0.09,0.12
Contig40.3_13_14451_12766,cce_1078,-0.16,-0.35,-0.12,-0.2,0.19,0.36,-0.11,-0.32,-0.11,-0.15,0.19,0.38
Contig40.3_14_14594_15112,cce_1077,-1.12,-1.55,-0.64,-0.4,0.5,0.85,-1.0,-1.89,-0.71,-0.47,0.54,0.87
Contig40.3_15_15167_16456,cce_1076,-0.22,-0.5,-0.05,0.06,0.29,0.43,-0.19,-0.27,0.04,0.04,0.2,0.4
Contig40.3_16_16522_19710,cce_1075,-0.32,-0.42,-0.04,0.22,0.45,0.24,-0.38,-0.17,0.02,0.24,0.32,0.25
Contig40.3_17_19799_21817,cce_1074,-0.13,0.48,0.34,0.51,-0.25,-0.5,-0.27,0.57,0.36,0.54,-0.04,-0.31
Contig40.3_18_21907_22392,cce_1073,0.18,0.13,0.18,0.08,0.08,0.09,0.21,0.15,0.15,0.05,0.05,0.04
Contig40.3_19_22444_23346,cce_1073,0.03,0.05,0.01,-0.01,-0.04,-0.01,0.01,0.01,,,0.02,
Contig40.3_1_21_2267,cce_1090,-0.07,-0.12,-0.08,0.12,-0.06,-0.1,-0.22,-0.1,-0.08,0.07,-0.05,-0.09
Contig40.3_20_23304_24287,cce_1072,0.24,0.1,0.1,-0.01,0.03,0.03,0.22,0.11,0.1,-0.05,-0.02,-0.02
Contig40.3_21_24435_24731,cce_1071,0.09,-0.01,0.02,-0.01,0.01,0.05,0.11,0.1,0.04,0.01,0.02,0.04
Contig40.3_22_24966_25514,cce_1070,-0.06,-0.08,0.03,-0.06,-0.19,-0.15,-0.15,-0.07,-0.03,-0.04,-0.11,-0.12
Contig40.3_23_25657_25550,Contig40.3_23_25657_25550,-0.01,0.06,,-0.05,-0.06,-0.01,0.07,0.03,0.04,-0.03,0.01,-0.01
Contig40.3_24_25920_25687,cce_1069,0.05,0.05,0.03,-0.05,-0.02,0.02,0.08,-0.01,0.02,-0.03,-0.02,-0.02
Contig40.3_25_25941_26924,cce_1068,-0.05,0.08,-0.08,-0.18,-0.28,-0.15,-0.01,-0.11,-0.07,-0.14,-0.12,-0.15
Contig40.3_26_26969_30310,cce_1067,0.24,0.31,0.2,0.07,0.18,0.12,0.31,0.29,0.29,0.07,0.1,0.12
Contig40.3_27_30800_30540,cce_1066,0.18,0.07,0.05,-0.1,-0.04,-0.04,0.13,0.07,0.01,-0.11,-0.05,-0.06
Contig40.3_29_32672_31077,cce_1064,1.44,1.24,-0.51,-2.56,-2.21,-2.17,1.37,1.08,-0.92,-2.29,-2.09,-2.11
Contig40.3_2_2788_2273,cce_1089,0.13,0.09,0.13,0.11,0.16,0.14,0.22,0.15,0.15,0.04,0.08,0.09
Contig40.3_30_33761_32799,cce_1063,0.04,1.83,0.82,-2.45,-4.89,-3.58,-0.01,1.39,0.52,-2.91,-5.41,-3.97
Contig40.3_31_34716_34069,cce_1062,0.22,0.29,0.19,-0.1,-0.16,-0.14,0.15,0.03,0.02,-0.06,-0.12,-0.11
Contig40.3_32_34921_35778,cce_1061,0.22,0.09,0.09,0.1,0.11,0.11,0.17,0.11,0.08,0.01,0.07,0.06
Contig40.3_33_36017_36277,cce_1060,0.25,-0.51,-0.49,-0.22,0.46,0.42,0.32,-0.4,-0.45,-0.26,0.05,0.3
Contig40.3_34_36350_36793,cce_1059,-0.44,-0.96,-0.56,-0.06,0.64,0.57,-0.4,-0.76,-0.31,-0.11,0.45,0.4
Contig40.3_35_36790_37290,cce_1058,-0.2,-0.6,-0.33,-0.07,0.44,0.49,-0.27,-0.5,-0.21,-0.13,0.25,0.29
Contig40.3_36_37307_38263,cce_1057,0.08,-0.12,-0.01,0.19,0.18,0.27,0.13,0.06,0.04,0.16,-0.06,0.12
Contig40.3_37_39177_38719,cce_1056,0.09,0.11,0.04,-0.03,-0.04,0.01,0.09,-0.05,0.07,-0.07,-0.01,-0.04
Contig40.3_38_39609_39181,cce_1055,0.26,0.13,0.11,-0.37,-0.12,-0.08,0.24,-0.07,0.07,-0.45,-0.31,-0.22
Contig40.3_6_6756_5647,cce_1085,-0.04,0.12,0.03,0.09,0.04,,0.01,0.06,0.08,0.09,0.11,0.06
Contig40.3_7_6873_8132,cce_1084,0.13,0.57,0.17,-0.06,-0.27,-0.25,0.12,0.43,0.21,-0.03,-0.14,-0.13
Contig40.3_8_8758_8180,cce_1083,0.02,-0.23,-0.12,-0.04,0.16,0.26,-0.01,-0.15,-0.07,-0.02,0.11,0.25
Contig40.3_9_9348_9998,cce_1082,-0.06,0.08,0.05,0.02,0.02,-0.01,-0.07,0.02,0.1,0.04,0.08,
Contig40.4_1_2132_663,cce_1054,0.29,0.03,0.05,-0.45,0.05,0.27,0.25,-0.09,0.17,-0.29,0.04,0.25
Contig40.4_2_3234_2620,cce_1053,-1.31,-1.3,-0.59,-0.76,0.65,0.81,-1.27,-1.08,-0.54,-0.7,0.58,0.96
Contig40.4_3_4306_3287,cce_1052,0.05,0.06,0.04,-0.04,,0.01,0.07,0.01,0.03,-0.06,0.01,0.03
Contig40.4_4_4410_4964,cce_1051,,-0.04,-0.02,-0.03,0.05,0.09,0.05,0.02,,-0.02,0.01,0.1
Contig40.4_5_5275_4961,cce_1050,-0.06,-0.08,-0.01,-0.01,-0.07,0.03,-0.11,-0.04,0.04,0.08,0.09,0.11
Contig40.4_6_5508_5909,cce_1049,-0.3,0.05,0.04,0.44,0.01,-0.11,-0.34,0.21,0.13,0.4,0.1,-0.07
Contig40.4_7_6174_5923,cce_1048,-0.54,-0.61,-0.37,-0.44,0.24,0.34,-0.49,-0.34,-0.31,-0.27,0.39,0.64
Contig41.1_11_4376_5377,cce_4888,0.17,0.17,0.11,-0.56,-0.27,-0.26,0.12,-0.11,0.33,-0.43,-0.27,-0.25
Contig41.1_12_5374_6294,cce_4887,-0.02,0.04,-0.05,-0.3,-0.23,-0.22,-0.07,-0.06,0.09,-0.19,-0.17,-0.15
Contig41.1_13_6913_6284,cce_4886,-0.14,0.02,0.07,0.09,0.04,,-0.13,0.02,0.06,0.07,0.03,-0.01
Contig41.1_14_7357_7052,cce_4885,0.25,0.12,0.02,0.11,-0.06,-0.18,0.15,0.03,0.08,0.2,-0.03,-0.07
Contig41.1_15_8268_7354,cce_4884,-0.53,-0.39,-0.36,0.35,0.07,-0.36,-0.55,-0.28,-0.24,0.28,0.08,-0.25
Contig41.1_16_8926_8288,cce_4883,-0.34,0.01,-0.07,0.19,-0.07,-0.3,-0.35,-0.01,-0.01,0.13,-0.03,-0.24
Contig41.1_17_9029_9148,cce_4882,0.04,0.22,0.07,-0.04,-0.05,,0.12,0.07,,-0.06,-0.05,-0.02
Contig41.1_18_9626_9246,cce_4881,-0.07,0.11,-0.04,-0.09,-0.15,-0.09,-0.02,-0.01,-0.01,-0.03,-0.04,-0.1
Contig41.1_19_10977_9715,cce_4880,0.15,0.11,0.01,-0.08,-0.08,-0.03,0.18,0.05,0.06,-0.04,-0.04,-0.01
Contig41.1_20_12240_11305,cce_4880,-0.13,0.09,-0.06,-0.15,-0.21,-0.16,-0.13,-0.08,-0.15,-0.14,-0.17,-0.19
Contig41.1_22_13712_13605,cce_4878,0.93,-0.18,0.25,-0.31,-0.63,0.04,0.78,-0.04,0.57,-0.22,-0.51,-0.18
Contig41.1_23_15662_14619,cce_4877,0.28,0.08,0.15,-0.03,0.05,0.04,0.23,0.12,0.08,-0.1,-0.04,-0.04
Contig41.1_24_15980_16078,Contig41.1_24_15980_16078,0.27,0.65,0.14,-0.46,-0.33,-0.26,0.25,0.17,0.24,-0.24,-0.16,0.01
Contig41.1_25_17314_16805,cce_4874,0.29,0.15,0.17,0.01,0.1,0.07,0.29,0.19,0.2,-0.02,0.03,0.04
Contig41.1_26_18627_18055,cce_4872,0.16,0.24,0.22,0.07,0.11,0.12,0.28,0.15,0.14,,0.07,0.04
Contig41.1_27_19266_18691,cce_4871,0.11,0.05,0.13,0.02,0.08,0.08,0.14,,0.09,0.01,0.05,0.03
Contig41.1_28_19943_19686,cce_4870,0.25,0.14,0.19,0.05,0.12,0.11,0.28,0.18,0.16,-0.01,0.06,0.03
Contig41.1_29_19938_20501,cce_4869,0.34,0.14,0.25,-0.48,-0.19,-0.01,0.29,0.14,0.43,-0.23,-0.07,0.03
Contig41.1_2_612_112,cce_4894,-0.04,-0.09,0.13,-0.15,0.2,0.06,-0.04,-0.15,0.29,-0.03,0.18,0.22
Contig41.1_30_20504_21061,cce_4868,0.21,0.17,0.13,-0.28,-0.2,-0.09,0.11,0.03,0.24,-0.19,-0.15,-0.1
Contig41.1_31_21615_21220,cce_4867,0.16,0.09,0.29,,0.08,-0.09,0.07,0.13,0.32,0.08,0.08,-0.01
Contig41.1_32_22799_21624,cce_4866,0.07,0.07,0.04,-0.01,,,0.12,0.06,0.02,-0.05,-0.01,-0.02
Contig41.1_33_27308_22890,cce_4865,0.22,0.17,0.07,-0.02,,-0.01,0.16,0.13,0.04,-0.07,,-0.05
Contig41.1_34_27540_27743,cce_4864,-0.14,-0.09,-0.1,-0.04,-0.05,-0.06,-0.15,-0.1,-0.08,0.04,0.05,0.04
Contig41.1_35_29080_27869,cce_4863,0.08,0.12,0.06,-0.07,-0.04,-0.02,0.1,0.07,0.06,-0.03,-0.01,-0.04
Contig41.1_36_29166_30200,cce_4862,-0.15,-0.06,-0.09,-0.02,-0.11,-0.03,-0.09,-0.09,-0.04,0.01,0.02,
Contig41.1_37_30256_31044,cce_4861,-0.17,-0.01,-0.15,-0.13,-0.23,-0.14,-0.21,-0.14,-0.12,-0.03,-0.09,-0.09
Contig41.1_38_31013_31828,cce_4860,-0.13,0.04,-0.11,-0.17,-0.22,-0.19,-0.12,-0.08,-0.09,-0.09,-0.09,-0.09
Contig41.1_39_31786_31890,Contig41.1_39_31786_31890,-0.06,0.05,-0.05,-0.11,-0.16,-0.09,-0.08,-0.03,-0.06,-0.06,-0.05,-0.05
Contig41.1_3_806_922,Contig41.1_3_806_922,-0.11,,-0.15,-0.19,-0.22,-0.13,-0.15,-0.12,-0.16,-0.11,-0.11,-0.09
Contig41.1_40_32255_31863,cce_4859,0.18,0.11,0.29,0.07,0.15,0.09,0.13,0.18,0.27,0.05,0.12,0.04
Contig41.1_41_33571_32483,cce_4858,0.11,0.05,,-0.03,-0.08,0.01,0.14,0.05,,-0.08,-0.16,-0.05
Contig41.1_42_34527_33559,cce_4857,0.14,0.1,-0.11,-0.1,-0.25,-0.09,0.11,-0.04,-0.11,-0.11,-0.18,-0.07
Contig41.1_43_35567_34668,cce_4856,-0.03,0.04,0.08,,-0.15,-0.08,-0.01,0.04,0.04,-0.05,-0.12,-0.09
Contig41.1_44_36111_35599,cce_4855,-0.02,0.14,0.02,-0.06,-0.08,-0.04,0.06,0.06,0.02,-0.08,-0.04,-0.05
Contig41.1_45_36660_36292,cce_4854,-0.09,-0.02,-0.1,-0.11,-0.13,-0.13,-0.09,-0.11,-0.14,-0.12,-0.1,-0.12
Contig41.1_46_36833_37729,cce_4853,0.02,0.07,-0.02,-0.02,-0.14,-0.06,0.04,-0.01,0.02,,0.02,-0.03
Contig41.1_47_37799_38803,cce_4852,-0.06,0.14,0.04,-0.05,-0.18,-0.11,-0.03,-0.01,-0.01,-0.07,-0.12,-0.12
Contig41.1_48_38878_39624,cce_4851,0.17,0.14,0.12,-0.03,0.04,0.01,0.22,0.12,0.1,-0.05,0.02,
Contig41.1_49_39621_40436,cce_4850,-0.2,,-0.15,-0.24,-0.39,-0.27,-0.24,-0.21,-0.19,-0.23,-0.24,-0.25
Contig41.1_4_919_1332,cce_4893,-0.2,0.09,-0.18,-0.22,-0.21,-0.19,-0.17,-0.07,-0.13,-0.23,-0.21,-0.14
Contig41.1_50_40471_41193,cce_4849,-0.02,0.27,0.2,-0.17,-0.2,-0.25,-0.07,0.2,0.41,-0.06,-0.09,-0.1
Contig41.1_51_42291_41200,cce_4848,-0.01,0.06,0.31,0.02,-0.12,-0.05,-0.03,0.05,0.21,0.1,-0.02,-0.02
Contig41.1_52_42447_43568,cce_4847,-0.29,0.12,-0.18,-0.29,-0.36,-0.26,-0.18,-0.14,-0.07,-0.27,-0.28,-0.2
Contig41.1_53_43577_45226,cce_4846,0.02,0.14,-0.02,-0.23,-0.27,-0.19,,-0.07,-0.14,-0.3,-0.25,-0.31
Contig41.1_54_45281_45766,cce_4845,-0.18,0.07,-0.12,-0.17,-0.25,-0.18,-0.12,-0.1,-0.17,-0.19,-0.23,-0.21
Contig41.1_55_45898_46665,cce_4844,-0.07,0.03,-0.09,-0.21,-0.27,-0.2,-0.04,-0.14,-0.11,-0.16,-0.14,-0.19
Contig41.1_56_46739_47779,cce_4843,-0.26,0.05,-0.2,-0.3,-0.34,-0.29,-0.25,-0.24,-0.27,-0.26,-0.27,-0.31
Contig41.1_57_47817_49277,cce_4842,-0.27,0.04,-0.23,-0.26,-0.38,-0.27,-0.27,-0.21,-0.21,-0.18,-0.21,-0.22
Contig41.1_58_49399_50097,cce_4841,-0.21,0.01,-0.21,-0.23,-0.34,-0.2,-0.22,-0.23,-0.17,-0.15,-0.12,-0.1
Contig41.1_59_50149_51084,cce_4840,-0.14,0.09,-0.18,-0.36,-0.34,-0.25,-0.14,-0.15,-0.22,-0.36,-0.39,-0.27
Contig41.1_5_1724_1428,cce_4892,0.17,0.02,0.07,-0.04,0.02,0.02,0.14,0.04,0.09,-0.03,0.03,0.04
Contig41.1_7_2392_2015,cce_4890,0.02,0.1,0.06,0.02,-0.03,-0.04,,0.1,0.12,0.03,,-0.03
Contig41.1_8_2442_2627,Contig41.1_8_2442_2627,0.05,-0.03,-0.11,-0.09,0.09,0.17,0.11,-0.09,-0.08,-0.07,0.11,0.22
Contig41.1_9_3899_2943,cce_4889,0.2,0.15,0.21,-0.08,0.02,0.09,0.23,0.21,0.15,-0.13,-0.03,-0.04
Contig42.1_10_6510_7358,cce_4006,-0.45,-0.43,-0.86,1.23,0.35,-0.39,-0.43,-0.35,-0.13,0.77,-0.41,-0.38
Contig42.1_11_7691_8443,cce_4005,-0.51,0.31,0.02,0.14,0.08,-0.08,-0.35,0.45,0.13,0.08,-0.17,-0.17
Contig42.1_12_8655_10718,cce_4004,-0.15,0.11,0.01,0.71,-0.02,-0.25,-0.17,0.19,0.09,0.53,-0.23,-0.19
Contig42.1_13_12482_10977,cce_4003,0.93,0.04,-0.5,-0.52,-0.67,0.44,0.93,0.06,-0.35,-0.34,-0.33,0.35
Contig42.1_14_13380_12649,cce_4002,0.31,0.48,-0.3,-0.3,-0.84,0.32,0.45,0.57,-0.22,-0.24,-0.64,0.23
Contig42.1_16_13629_15191,cce_4001,-0.28,-0.15,-0.19,-0.01,0.08,0.03,-0.26,-0.18,-0.17,-0.01,0.04,-0.01
Contig42.1_17_15214_15879,cce_4000,-0.12,-0.12,-0.07,0.04,0.07,0.01,-0.06,-0.08,-0.09,0.01,0.04,-0.02
Contig42.1_18_15876_16322,cce_3999,-0.12,-0.06,-0.15,-0.05,-0.11,-0.1,-0.19,-0.15,-0.13,-0.05,-0.05,-0.08
Contig42.1_19_17655_16420,cce_3998,-0.12,-0.09,0.19,-0.04,0.17,0.12,-0.19,0.01,0.27,-0.12,0.07,0.11
Contig42.1_20_17925_19187,cce_3996,-0.18,-0.16,-0.05,0.19,0.09,0.01,-0.17,-0.09,-0.03,0.07,0.08,
Contig42.1_21_19888_19208,cce_3995,-0.54,-0.64,-0.26,0.36,0.14,-0.01,-0.61,-0.49,-0.19,0.35,0.25,0.07
Contig42.1_22_20507_19941,cce_3994,-0.22,-0.1,-0.15,0.16,-0.2,-0.02,-0.03,-0.09,-0.12,0.24,-0.14,-0.02
Contig42.1_23_21895_20612,cce_3993,0.01,0.11,-0.01,-0.01,-0.07,0.03,0.03,0.08,-0.04,-0.07,-0.12,-0.04
Contig42.1_24_22704_21916,cce_3992,0.09,0.2,0.1,-0.07,-0.05,-0.04,0.13,0.09,0.13,-0.09,0.02,-0.01
Contig42.1_25_24061_22820,cce_3991,-0.17,-0.2,-0.02,0.06,0.12,0.15,-0.12,-0.18,-0.06,0.08,0.16,0.15
Contig42.1_26_24511_25386,cce_3990,0.11,-0.36,-0.42,0.11,0.02,0.43,0.11,-0.21,-0.31,0.17,0.05,0.43
Contig42.1_27_25781_26755,cce_3989,-0.22,-0.22,0.16,0.17,,-0.14,-0.29,-0.18,0.01,,-0.07,-0.11
Contig42.1_28_27147_26824,cce_3988,-0.43,0.11,0.21,0.28,-0.47,-0.61,-0.54,0.32,0.29,0.25,-0.39,-0.59
Contig42.1_29_27576_29894,cce_3987,0.35,0.42,0.05,-0.08,-0.06,-0.04,0.15,0.23,0.22,0.04,0.04,0.05
Contig42.1_30_29999_30487,cce_3986,0.14,0.3,0.19,0.04,-0.07,-0.2,0.15,0.26,0.12,-0.06,-0.03,-0.21
Contig42.1_31_30516_31754,cce_3985,0.12,0.14,0.16,0.11,0.1,0.11,0.16,0.2,0.15,0.1,0.1,0.07
Contig42.1_32_32481_31786,cce_3984,0.04,0.16,0.05,-0.05,-0.12,-0.05,0.05,-0.01,-0.01,-0.06,-0.02,-0.05
Contig42.1_33_32751_32518,cce_3983,-0.48,0.11,-0.03,0.28,-0.31,-0.34,-0.54,0.15,-0.07,0.18,-0.29,-0.34
Contig42.1_34_33323_32748,cce_3982,-0.46,0.05,-0.02,0.35,-0.07,-0.19,-0.54,0.18,0.01,0.32,-0.1,-0.2
Contig42.1_35_33636_33343,cce_3981,-0.6,-0.04,0.07,0.44,-0.05,-0.32,-0.78,0.16,0.15,0.41,,-0.29
Contig42.1_36_33940_35088,cce_3980,,0.03,-0.11,0.03,-0.05,0.01,0.01,0.01,-0.11,-0.05,-0.06,-0.04
Contig42.1_37_35111_36103,Contig42.1_37_35111_36103,0.01,0.07,-0.01,-0.02,-0.16,-0.02,-0.02,0.09,-0.04,-0.04,-0.03,-0.01
Contig42.1_38_36399_36899,cce_3978,0.29,-0.12,-0.11,-0.3,-0.31,0.49,0.39,-0.1,-0.15,-0.22,-0.17,0.35
Contig42.1_39_36911_38371,cce_3977,0.44,-0.23,-0.15,-0.31,-0.34,0.66,0.54,-0.08,-0.1,-0.24,-0.17,0.55
Contig42.1_3_779_2074,cce_4011,0.06,0.24,-0.02,,-0.2,-0.2,0.09,0.12,-0.1,0.01,-0.15,-0.24
Contig42.1_40_39803_38511,cce_3976,0.28,-0.02,-0.14,0.39,-0.16,-0.53,0.07,0.24,-0.04,0.38,,-0.49
Contig42.1_41_41184_40147,cce_3974,-2.85,-0.82,0.13,1.38,-0.88,-2.4,-3.03,-0.34,0.2,1.22,-0.58,-2.11
Contig42.1_42_41477_42094,cce_3973,-0.11,-0.17,-0.1,0.05,0.06,0.04,-0.07,-0.07,-0.03,0.09,0.06,0.07
Contig42.1_4_2144_3010,cce_4010,-0.06,0.23,-0.04,-0.05,-0.23,-0.15,-0.01,0.08,,,-0.12,-0.13
Contig42.1_5_3446_3132,cce_4009,-0.07,-0.42,,-0.07,0.58,0.24,-0.16,-0.26,-0.04,-0.1,0.25,0.13
Contig42.1_8_3830_5443,cce_4008,0.02,-0.2,0.01,-0.22,0.04,0.1,-0.01,-0.16,0.04,-0.19,-0.01,0.12
Contig42.1_9_6179_5514,cce_4007,0.07,-0.07,-0.09,-0.56,-0.1,0.15,0.16,-0.2,-0.18,-0.59,-0.23,0.06
Contig43.1_10_10243_9743,cce_4106,0.65,0.01,-0.37,-0.49,-0.47,-0.49,0.69,-0.27,-0.38,-0.34,-0.25,-0.36
Contig43.1_11_10249_10353,cce_4105,-0.02,-0.07,0.02,0.13,,,-0.05,-0.01,-0.03,0.08,-0.03,-0.05
Contig43.1_12_10644_10961,cce_4104,1.54,-0.28,-0.28,-0.24,-0.25,0.05,1.39,-0.11,-0.12,-0.22,-0.18,
Contig43.1_13_11099_12469,cce_4103,1.39,-0.3,-0.21,-0.32,-0.38,-0.17,1.25,-0.18,-0.12,-0.17,-0.23,-0.2
Contig43.1_14_13081_14430,cce_4102,0.01,0.08,0.04,0.02,-0.05,0.02,0.07,0.08,0.04,0.04,0.01,
Contig43.1_15_14427_16133,cce_4101,0.17,0.26,0.23,-0.04,-0.02,0.01,0.2,0.15,0.11,-0.13,-0.03,-0.06
Contig43.1_16_16159_16752,cce_4100,-0.06,-0.04,0.05,0.34,-0.18,-0.04,0.03,0.12,0.08,0.21,-0.04,-0.02
Contig43.1_17_16756_19050,cce_4099,0.06,0.16,0.11,0.12,-0.04,0.03,0.09,0.1,0.09,0.12,0.05,0.01
Contig43.1_18_19151_20233,cce_4098,-0.37,-0.28,-0.11,0.01,0.09,0.11,-0.32,-0.21,-0.05,-0.02,0.06,0.1
Contig43.1_19_20288_26479,cce_4097,-0.33,-0.41,-0.34,0.28,0.29,0.21,-0.31,-0.11,-0.17,0.29,0.19,0.24
Contig43.1_1_3_1265,cce_4115,0.03,-0.06,-0.01,0.11,0.12,0.1,0.08,0.04,,0.09,0.14,0.11
Contig43.1_20_27214_29283,cce_4096,0.89,-0.62,-0.45,-0.76,-0.83,0.74,1.68,-0.34,-0.37,-0.54,-0.45,0.07
Contig43.1_21_31070_29634,cce_4095,0.12,-1.14,-0.93,-1.22,-0.37,1.27,0.4,-0.87,-0.93,-1.0,-0.29,0.95
