Scan REF	BioRep1_Day1_L9_Cy3_1;BioRep1_Day1_L9_Cy3_2;BioRep1_Day1_L9_Cy5_1;BioRep2_Day1_L9_Cy3_1;BioRep2_Day1_L9_Cy3_2;BioRep2_Day1_L9_Cy5_1	BioRep1_Day1_L9_Cy3_1;BioRep1_Day1_L9_Cy3_2;BioRep1_Day1_L9_Cy5_1;BioRep2_Day1_L9_Cy3_1;BioRep2_Day1_L9_Cy3_2;BioRep2_Day1_L9_Cy5_1	BioRep1_Day1_L9_Cy3_1;BioRep1_Day1_L9_Cy3_2;BioRep1_Day1_L9_Cy5_1;BioRep2_Day1_L9_Cy3_1;BioRep2_Day1_L9_Cy3_2;BioRep2_Day1_L9_Cy5_1	BioRep1_Day1_D9_Cy3_1;BioRep1_Day1_D9_Cy3_2;BioRep1_Day1_D9_Cy5_1;BioRep2_Day1_D9_Cy3_1;BioRep2_Day1_D9_Cy3_2;BioRep2_Day1_D9_Cy5_1	BioRep1_Day1_D9_Cy3_1;BioRep1_Day1_D9_Cy3_2;BioRep1_Day1_D9_Cy5_1;BioRep2_Day1_D9_Cy3_1;BioRep2_Day1_D9_Cy3_2;BioRep2_Day1_D9_Cy5_1	BioRep1_Day1_D9_Cy3_1;BioRep1_Day1_D9_Cy3_2;BioRep1_Day1_D9_Cy5_1;BioRep2_Day1_D9_Cy3_1;BioRep2_Day1_D9_Cy3_2;BioRep2_Day1_D9_Cy5_1	BioRep1_Day1_D1_Cy3_1;BioRep1_Day1_D1_Cy3_2;BioRep1_Day1_D1_Cy5_1;BioRep1_Day1_D1_Cy5_2;BioRep2_Day1_D1_Cy3_1;BioRep2_Day1_D1_Cy3_2;BioRep2_Day1_D1_Cy5_1;BioRep2_Day1_D1_Cy5_2	BioRep1_Day1_D1_Cy3_1;BioRep1_Day1_D1_Cy3_2;BioRep1_Day1_D1_Cy5_1;BioRep1_Day1_D1_Cy5_2;BioRep2_Day1_D1_Cy3_1;BioRep2_Day1_D1_Cy3_2;BioRep2_Day1_D1_Cy5_1;BioRep2_Day1_D1_Cy5_2	BioRep1_Day1_D1_Cy3_1;BioRep1_Day1_D1_Cy3_2;BioRep1_Day1_D1_Cy5_1;BioRep1_Day1_D1_Cy5_2;BioRep2_Day1_D1_Cy3_1;BioRep2_Day1_D1_Cy3_2;BioRep2_Day1_D1_Cy5_1;BioRep2_Day1_D1_Cy5_2	BioRep2_Day1_D5_Cy3_1;BioRep2_Day1_D5_Cy3_2;BioRep2_Day1_D5_Cy3_3;BioRep2_Day1_D5_Cy3_4;BioRep2_Day1_D5_Cy5_1	BioRep2_Day1_D5_Cy3_1;BioRep2_Day1_D5_Cy3_2;BioRep2_Day1_D5_Cy3_3;BioRep2_Day1_D5_Cy3_4;BioRep2_Day1_D5_Cy5_1	BioRep2_Day1_D5_Cy3_1;BioRep2_Day1_D5_Cy3_2;BioRep2_Day1_D5_Cy3_3;BioRep2_Day1_D5_Cy3_4;BioRep2_Day1_D5_Cy5_1	BioRep1_Day1_L1_Cy3_1;BioRep1_Day1_L1_Cy3_2;BioRep1_Day1_L1_Cy5_1;BioRep2_Day1_L1_Cy3_1;BioRep2_Day1_L1_Cy3_2;BioRep2_Day1_L1_Cy5_1	BioRep1_Day1_L1_Cy3_1;BioRep1_Day1_L1_Cy3_2;BioRep1_Day1_L1_Cy5_1;BioRep2_Day1_L1_Cy3_1;BioRep2_Day1_L1_Cy3_2;BioRep2_Day1_L1_Cy5_1	BioRep1_Day1_L1_Cy3_1;BioRep1_Day1_L1_Cy3_2;BioRep1_Day1_L1_Cy5_1;BioRep2_Day1_L1_Cy3_1;BioRep2_Day1_L1_Cy3_2;BioRep2_Day1_L1_Cy5_1	BioRep1_Day1_L5_Cy3_1;BioRep1_Day1_L5_Cy3_2;BioRep1_Day1_L5_Cy5_1;BioRep2_Day1_L5_Cy3_1;BioRep2_Day1_L5_Cy3_2;BioRep2_Day1_L5_Cy5_1	BioRep1_Day1_L5_Cy3_1;BioRep1_Day1_L5_Cy3_2;BioRep1_Day1_L5_Cy5_1;BioRep2_Day1_L5_Cy3_1;BioRep2_Day1_L5_Cy3_2;BioRep2_Day1_L5_Cy5_1	BioRep1_Day1_L5_Cy3_1;BioRep1_Day1_L5_Cy3_2;BioRep1_Day1_L5_Cy5_1;BioRep2_Day1_L5_Cy3_1;BioRep2_Day1_L5_Cy3_2;BioRep2_Day1_L5_Cy5_1	BioRep1_Day2_D1_Cy3_1;BioRep1_Day2_D1_Cy3_2;BioRep1_Day2_D1_Cy5_1;BioRep2_Day2_D1_Cy3_1;BioRep2_Day2_D1_Cy3_2;BioRep2_Day2_D1_Cy5_1	BioRep1_Day2_D1_Cy3_1;BioRep1_Day2_D1_Cy3_2;BioRep1_Day2_D1_Cy5_1;BioRep2_Day2_D1_Cy3_1;BioRep2_Day2_D1_Cy3_2;BioRep2_Day2_D1_Cy5_1	BioRep1_Day2_D1_Cy3_1;BioRep1_Day2_D1_Cy3_2;BioRep1_Day2_D1_Cy5_1;BioRep2_Day2_D1_Cy3_1;BioRep2_Day2_D1_Cy3_2;BioRep2_Day2_D1_Cy5_1	BioRep1_Day2_D5_Cy3_1;BioRep1_Day2_D5_Cy3_2;BioRep1_Day2_D5_Cy5_1;BioRep2_Day2_D5_Cy3_1;BioRep2_Day2_D5_Cy3_2;BioRep2_Day2_D5_Cy5_1	BioRep1_Day2_D5_Cy3_1;BioRep1_Day2_D5_Cy3_2;BioRep1_Day2_D5_Cy5_1;BioRep2_Day2_D5_Cy3_1;BioRep2_Day2_D5_Cy3_2;BioRep2_Day2_D5_Cy5_1	BioRep1_Day2_D5_Cy3_1;BioRep1_Day2_D5_Cy3_2;BioRep1_Day2_D5_Cy5_1;BioRep2_Day2_D5_Cy3_1;BioRep2_Day2_D5_Cy3_2;BioRep2_Day2_D5_Cy5_1	BioRep1_Day2_D9_Cy3_1;BioRep1_Day2_D9_Cy3_2;BioRep1_Day2_D9_Cy5_1;BioRep2_Day2_D9_Cy3_1;BioRep2_Day2_D9_Cy3_2;BioRep2_Day2_D9_Cy5_1	BioRep1_Day2_D9_Cy3_1;BioRep1_Day2_D9_Cy3_2;BioRep1_Day2_D9_Cy5_1;BioRep2_Day2_D9_Cy3_1;BioRep2_Day2_D9_Cy3_2;BioRep2_Day2_D9_Cy5_1	BioRep1_Day2_D9_Cy3_1;BioRep1_Day2_D9_Cy3_2;BioRep1_Day2_D9_Cy5_1;BioRep2_Day2_D9_Cy3_1;BioRep2_Day2_D9_Cy3_2;BioRep2_Day2_D9_Cy5_1	BioRep1_Day2_L1_Cy3_1;BioRep1_Day2_L1_Cy3_2;BioRep1_Day2_L1_Cy5_1;BioRep2_Day2_L1_Cy3_1;BioRep2_Day2_L1_Cy3_2;BioRep2_Day2_L1_Cy5_1	BioRep1_Day2_L1_Cy3_1;BioRep1_Day2_L1_Cy3_2;BioRep1_Day2_L1_Cy5_1;BioRep2_Day2_L1_Cy3_1;BioRep2_Day2_L1_Cy3_2;BioRep2_Day2_L1_Cy5_1	BioRep1_Day2_L1_Cy3_1;BioRep1_Day2_L1_Cy3_2;BioRep1_Day2_L1_Cy5_1;BioRep2_Day2_L1_Cy3_1;BioRep2_Day2_L1_Cy3_2;BioRep2_Day2_L1_Cy5_1	BioRep1_Day2_L5_Cy3_1;BioRep1_Day2_L5_Cy3_2;BioRep1_Day2_L5_Cy5_1;BioRep2_Day2_L5_Cy3_1;BioRep2_Day2_L5_Cy3_2;BioRep2_Day2_L5_Cy5_1	BioRep1_Day2_L5_Cy3_1;BioRep1_Day2_L5_Cy3_2;BioRep1_Day2_L5_Cy5_1;BioRep2_Day2_L5_Cy3_1;BioRep2_Day2_L5_Cy3_2;BioRep2_Day2_L5_Cy5_1	BioRep1_Day2_L5_Cy3_1;BioRep1_Day2_L5_Cy3_2;BioRep1_Day2_L5_Cy5_1;BioRep2_Day2_L5_Cy3_1;BioRep2_Day2_L5_Cy3_2;BioRep2_Day2_L5_Cy5_1	BioRep1_Day2_L9_Cy3_1;BioRep1_Day2_L9_Cy3_2;BioRep1_Day2_L9_Cy5_1;BioRep2_Day2_L9_Cy3_1;BioRep2_Day2_L9_Cy3_2;BioRep2_Day2_L9_Cy5_1	BioRep1_Day2_L9_Cy3_1;BioRep1_Day2_L9_Cy3_2;BioRep1_Day2_L9_Cy5_1;BioRep2_Day2_L9_Cy3_1;BioRep2_Day2_L9_Cy3_2;BioRep2_Day2_L9_Cy5_1	BioRep1_Day2_L9_Cy3_1;BioRep1_Day2_L9_Cy3_2;BioRep1_Day2_L9_Cy5_1;BioRep2_Day2_L9_Cy3_1;BioRep2_Day2_L9_Cy3_2;BioRep2_Day2_L9_Cy5_1
Contig10.1_55_65124_66503	0.12	0.15	0.04	0.04	0.12	0.03	-0.2	0.14	0.04	-0.16	0.18	0.06	0.16	0.13	0.04	0.31	0.06	0.02	-0.11	0.27	0.08	-0.11	0.14	0.04	-0.02	0.16	0.05	0.07	0.1	0.03	0.26	0.12	0.03	0.15	0.13	0.04
Contig10.1_56_66851_66994	-0.34	0.06	0.02	-0.29	0.08	0.02	-0.43	0.11	0.03	-0.41	0.06	0.02	0.93	0.08	0.02	-0.5	0.05	0.01	-0.52	0.16	0.05	-0.34	0.07	0.02	-0.32	0.09	0.03	0.75	0.22	0.06	-0.25	0.1	0.03	-0.23	0.08	0.02
Contig10.1_57_67122_67391	0.02	0.06	0.02	0.04	0.05	0.01	0.05	0.05	0.01	0.08	0.09	0.03	-0.01	0.06	0.02	-0.05	0.08	0.02	0.06	0.08	0.02	0.05	0.05	0.02	0.03	0.04	0.01	-0.01	0.05	0.02	0.03	0.04	0.01	null	0.05	0.02
Contig10.1_58_67527_67724	0.15	0.1	0.03	0.04	0.09	0.03	0.13	0.12	0.03	0.11	0.11	0.04	-0.11	0.09	0.03	0.02	0.05	0.02	null	0.12	0.03	0.04	0.1	0.03	0.08	0.12	0.04	-0.03	0.08	0.02	-0.02	0.07	0.02	0.2	0.11	0.03
Contig10.1_59_68006_68710	0.12	0.18	0.05	0.12	0.19	0.05	0.05	0.18	0.05	0.07	0.16	0.06	0.17	0.14	0.04	0.19	0.18	0.05	0.11	0.24	0.07	0.08	0.21	0.06	0.14	0.26	0.08	0.15	0.24	0.07	0.16	0.24	0.07	0.17	0.24	0.07
Contig10.1_5_3312_3446	0.1	0.12	0.03	0.08	0.09	0.03	0.06	0.11	0.03	0.07	0.15	0.05	null	0.11	0.03	0.05	0.08	0.02	0.11	0.13	0.04	0.05	0.12	0.04	0.09	0.15	0.04	null	0.12	0.03	0.06	0.12	0.04	0.07	0.13	0.04
Contig10.1_60_69818_68730	-0.06	0.1	0.03	0.37	0.1	0.03	0.48	0.04	0.01	0.46	0.1	0.03	-0.23	0.1	0.03	-0.09	0.09	0.03	0.43	0.12	0.04	0.27	0.07	0.02	0.42	0.08	0.02	-0.22	0.07	0.02	-0.15	0.05	0.01	-0.12	0.12	0.03
Contig10.1_61_71013_69805	0.11	0.15	0.04	0.21	0.1	0.03	0.33	0.04	0.01	0.31	0.13	0.05	-0.26	0.09	0.03	0.08	0.05	0.02	0.39	0.09	0.03	0.22	0.06	0.02	0.24	0.05	0.02	-0.2	0.05	0.02	-0.07	0.05	0.01	-0.04	0.09	0.03
Contig10.1_62_71778_71128	0.21	0.06	0.02	-0.29	0.05	0.01	null	0.08	0.02	-0.23	0.08	0.03	-0.08	0.03	0.01	0.41	0.05	0.02	0.16	0.06	0.02	-0.23	0.09	0.03	-0.17	0.17	0.05	-0.05	0.16	0.05	-0.07	0.11	0.03	-0.07	0.15	0.04
Contig10.1_6_3578_4906	-0.07	0.23	0.07	-0.22	0.18	0.05	-0.36	0.14	0.04	-0.2	0.07	0.03	-0.12	0.15	0.04	-0.09	0.2	0.06	-0.3	0.26	0.08	-0.2	0.17	0.05	-0.23	0.25	0.07	-0.12	0.25	0.07	-0.07	0.26	0.07	-0.07	0.18	0.05
Contig10.2_1_178_1221	-0.22	0.11	0.03	-0.14	0.07	0.02	-0.36	0.09	0.02	-0.2	0.09	0.03	0.27	0.13	0.04	0.22	0.1	0.03	-0.33	0.1	0.03	-0.14	0.06	0.02	-0.16	0.11	0.03	0.2	0.14	0.04	0.16	0.14	0.04	-0.18	0.13	0.04
Contig10.2_3_1621_1328	0.11	0.16	0.05	-0.05	0.14	0.04	-0.2	0.13	0.03	-0.29	0.17	0.06	0.09	0.14	0.04	0.19	0.14	0.04	-0.27	0.19	0.05	-0.19	0.12	0.03	-0.03	0.11	0.03	0.11	0.07	0.02	0.14	0.08	0.02	0.15	0.06	0.02
Contig10.2_4_1822_3156	0.09	0.05	0.02	-0.21	0.08	0.02	-0.19	0.08	0.02	-0.25	0.1	0.04	-0.16	0.07	0.02	0.5	0.08	0.02	-0.15	0.06	0.02	-0.17	0.14	0.04	-0.17	0.18	0.05	-0.06	0.18	0.05	0.57	0.18	0.05	0.2	0.16	0.05
Contig100.1_1_1_576	-0.07	0.08	0.02	0.1	0.08	0.02	-0.54	0.07	0.02	0.65	0.02	0.01	-0.16	0.04	0.01	-0.17	0.08	0.02	-0.58	0.09	0.02	0.75	0.11	0.03	0.02	0.17	0.05	-0.11	0.2	0.06	-0.07	0.17	0.05	-0.04	0.17	0.05
Contig100.1_2_781_1419	-1.43	0.23	0.07	0.58	0.37	0.11	-0.71	0.12	0.03	1.8	0.04	0.02	-1.54	0.06	0.02	-2.42	0.2	0.06	-0.66	0.16	0.05	2.24	0.09	0.03	0.38	0.27	0.08	-1.07	0.18	0.05	-1.69	0.18	0.05	-1.3	0.38	0.11
Contig100.2_1_1_354	-0.98	0.11	0.03	0.53	0.25	0.07	-0.88	0.06	0.02	1.44	0.17	0.06	-0.89	0.06	0.02	-1.24	0.09	0.03	-0.81	0.1	0.03	1.8	0.08	0.02	0.45	0.15	0.04	-0.68	0.04	0.01	-1.12	0.11	0.03	-0.89	0.18	0.05
Contig100.2_2_445_347	-0.14	0.15	0.04	-0.06	0.13	0.04	-0.11	0.17	0.04	0.06	0.1	0.03	-0.17	0.14	0.04	-0.24	0.21	0.06	-0.08	0.17	0.05	-0.07	0.14	0.04	-0.06	0.1	0.03	-0.11	0.11	0.03	-0.1	0.15	0.04	-0.13	0.12	0.04
Contig100.2_3_1243_446	-0.01	0.1	0.03	-0.05	0.13	0.04	-0.01	0.14	0.04	0.11	0.08	0.03	-0.15	0.13	0.04	-0.1	0.16	0.05	0.04	0.12	0.04	-0.05	0.13	0.04	0.02	0.14	0.04	-0.12	0.07	0.02	-0.02	0.08	0.02	0.03	0.1	0.03
Contig100.2_4_1786_1391	0.07	0.12	0.03	-0.08	0.1	0.03	0.08	0.11	0.03	-0.06	0.08	0.03	-0.2	0.09	0.03	0.07	0.1	0.03	0.02	0.15	0.04	-0.07	0.11	0.03	-0.02	0.11	0.03	-0.13	0.11	0.03	-0.06	0.09	0.03	0.03	0.09	0.03
Contig100.2_5_4564_2057	0.13	0.13	0.04	-0.12	0.08	0.02	0.67	0.11	0.03	0.24	0.08	0.03	-0.53	0.08	0.02	0.25	0.07	0.02	0.58	0.1	0.03	0.17	0.09	0.03	-0.04	0.08	0.02	-0.37	0.13	0.04	-0.16	0.11	0.03	-0.13	0.1	0.03
Contig100.2_6_6029_5019	-0.36	0.07	0.02	0.08	0.12	0.04	-0.13	0.11	0.03	0.18	0.1	0.04	0.28	0.12	0.03	-0.72	0.08	0.02	0.01	0.08	0.02	0.34	0.09	0.03	0.05	0.13	0.04	0.24	0.14	0.04	-0.73	0.07	0.02	-0.4	0.14	0.04
Contig100.2_7_6661_6539	0.04	0.09	0.03	0.05	0.09	0.03	-0.05	0.07	0.02	0.35	0.2	0.07	-0.27	0.09	0.03	-0.31	0.06	0.02	-0.1	0.07	0.02	0.29	0.08	0.02	0.03	0.12	0.03	-0.17	0.17	0.05	-0.23	0.08	0.02	0.06	0.06	0.02
Contig100.2_8_7229_6621	0.03	0.05	0.01	0.01	0.1	0.03	-0.1	0.09	0.02	0.18	0.14	0.05	-0.24	0.03	0.01	-0.36	0.08	0.02	-0.17	0.07	0.02	0.33	0.09	0.03	0.07	0.05	0.01	-0.08	0.1	0.03	-0.22	0.09	0.03	0.05	0.07	0.02
Contig101.1_1_3_1334	-0.84	0.11	0.03	-0.26	0.11	0.03	-0.83	0.12	0.03	-0.81	0.04	0.01	0.8	0.12	0.03	0.31	0.06	0.02	-1.2	0.09	0.03	-0.91	0.18	0.05	-0.59	0.18	0.05	0.57	0.18	0.05	0.08	0.11	0.03	-0.7	0.16	0.05
Contig101.2_2_518_1975	-0.25	0.2	0.06	-0.13	0.11	0.03	-0.27	0.14	0.04	-0.16	0.12	0.04	0.21	0.12	0.04	-0.15	0.14	0.04	-0.32	0.19	0.05	-0.14	0.18	0.05	-0.19	0.21	0.06	0.1	0.23	0.07	-0.16	0.28	0.08	-0.22	0.26	0.08
Contig101.2_3_1975_3225	-0.08	0.11	0.03	-0.18	0.07	0.02	-0.27	0.07	0.02	-0.18	0.05	0.02	0.22	0.1	0.03	-0.05	0.09	0.02	-0.25	0.08	0.02	-0.08	0.16	0.05	-0.02	0.19	0.06	0.25	0.15	0.04	0.14	0.11	0.03	0.04	0.13	0.04
Contig101.2_4_3273_4895	-0.03	0.07	0.02	0.08	0.05	0.01	0.05	0.64	0.16	0.06	0.14	0.05	-0.07	0.07	0.02	-0.04	0.1	0.03	0.21	0.07	0.02	-0.01	0.09	0.03	0.01	0.08	0.02	-0.1	0.1	0.03	-0.01	0.08	0.02	-0.05	0.09	0.03
Contig101.2_5_4993_5577	-0.03	0.19	0.05	-0.07	0.13	0.04	-0.03	0.12	0.03	0.06	0.12	0.04	-0.11	0.17	0.05	-0.07	0.19	0.05	null	0.18	0.05	-0.04	0.14	0.04	-0.07	0.15	0.04	-0.13	0.15	0.04	-0.08	0.17	0.05	-0.1	0.18	0.05
Contig101.2_6_5667_6080	0.1	0.08	0.02	-0.29	0.06	0.02	-0.77	0.07	0.02	-0.68	0.07	0.02	0.3	0.04	0.01	0.18	0.02	0.01	-0.92	0.15	0.04	-0.44	0.1	0.03	-0.15	0.08	0.02	0.23	0.08	0.02	0.48	0.07	0.02	0.3	0.07	0.02
Contig101.2_7_6606_6094	0.05	0.12	0.03	0.22	0.1	0.03	0.23	0.09	0.02	0.21	0.06	0.02	-0.01	0.07	0.02	0.08	0.12	0.03	0.26	0.1	0.03	0.22	0.11	0.03	0.21	0.12	0.04	-0.06	0.13	0.04	0.01	0.11	0.03	-0.03	0.1	0.03
Contig102.1_10_5138_5506	-0.41	0.22	0.06	0.07	0.25	0.07	-0.03	0.19	0.05	1.29	0.17	0.06	-0.49	0.1	0.03	-0.74	0.24	0.07	-0.03	0.2	0.06	1.36	0.22	0.06	-0.15	0.28	0.08	-0.3	0.15	0.04	-0.6	0.23	0.07	-0.47	0.32	0.09
Contig102.1_11_5509_5856	-0.37	0.25	0.07	0.04	0.28	0.08	-0.07	0.19	0.05	1.31	0.22	0.08	-0.44	0.13	0.04	-0.73	0.32	0.09	-0.01	0.24	0.07	1.46	0.15	0.04	-0.12	0.28	0.08	-0.17	0.18	0.05	-0.63	0.28	0.08	-0.41	0.33	0.1
Contig102.1_14_6004_6498	-0.41	0.24	0.07	0.14	0.25	0.07	0.03	0.17	0.04	1.22	0.14	0.05	-0.45	0.13	0.04	-0.66	0.25	0.07	0.04	0.2	0.06	1.41	0.17	0.05	-0.02	0.25	0.07	-0.23	0.19	0.06	-0.56	0.26	0.08	-0.43	0.29	0.08
Contig102.1_15_6589_6990	-0.55	0.21	0.06	0.13	0.31	0.09	-0.37	0.16	0.04	1.49	0.07	0.02	-0.61	0.14	0.04	-0.87	0.22	0.06	-0.29	0.17	0.05	1.53	0.23	0.07	null	0.24	0.07	-0.35	0.22	0.06	-0.76	0.23	0.07	-0.56	0.27	0.08
Contig102.1_16_7060_7599	-0.63	0.29	0.08	0.16	0.31	0.09	-0.31	0.16	0.04	1.44	0.07	0.03	-0.56	0.08	0.02	-0.94	0.23	0.07	-0.26	0.2	0.06	1.59	0.18	0.05	-0.1	0.24	0.07	-0.29	0.27	0.08	-0.81	0.26	0.07	-0.6	0.38	0.11
Contig102.1_17_7602_7964	-0.52	0.23	0.07	0.21	0.25	0.07	-0.15	0.14	0.04	1.3	0.11	0.04	-0.46	0.07	0.02	-0.76	0.23	0.07	-0.09	0.18	0.05	1.49	0.12	0.04	-0.02	0.2	0.06	-0.26	0.34	0.1	-0.66	0.26	0.08	-0.53	0.35	0.1
Contig102.1_18_8007_8528	-0.42	0.16	0.05	0.16	0.21	0.06	-0.12	0.14	0.03	1.25	0.02	0.01	-0.36	0.03	0.01	-0.71	0.18	0.05	-0.13	0.16	0.05	1.32	0.14	0.04	0.04	0.21	0.06	-0.23	0.07	0.02	-0.55	0.11	0.03	-0.46	0.2	0.06
Contig102.1_19_8557_8679	-0.46	0.19	0.06	0.19	0.25	0.07	-0.14	0.16	0.04	1.27	0.07	0.03	-0.29	0.14	0.04	-0.66	0.21	0.06	-0.05	0.14	0.04	1.43	0.18	0.05	0.15	0.24	0.07	-0.07	0.35	0.1	-0.46	0.31	0.09	-0.34	0.29	0.08
Contig102.1_1_144_782	-0.7	0.21	0.06	0.18	0.26	0.07	-0.18	0.12	0.03	1.35	0.05	0.02	-0.34	0.04	0.01	-1.02	0.17	0.05	-0.28	0.16	0.05	1.39	0.11	0.03	-0.04	0.27	0.08	0.05	0.07	0.02	-0.72	0.16	0.05	-0.7	0.25	0.07
Contig102.1_2_822_1454	-0.39	0.24	0.07	0.13	0.27	0.08	0.07	0.16	0.04	1.16	0.07	0.03	-0.16	0.13	0.04	-0.6	0.28	0.08	0.02	0.18	0.05	1.34	0.1	0.03	-0.01	0.27	0.08	0.16	0.21	0.06	-0.4	0.28	0.08	-0.38	0.32	0.09
Contig102.1_3_1847_2674	-0.69	0.23	0.07	0.21	0.29	0.08	-0.37	0.15	0.04	1.42	0.08	0.03	-0.53	0.06	0.02	-1.08	0.22	0.06	-0.39	0.13	0.04	1.54	0.14	0.04	0.03	0.26	0.08	-0.03	0.32	0.09	-0.91	0.28	0.08	-0.62	0.34	0.1
Contig102.1_4_2700_2978	-0.43	0.25	0.07	0.1	0.31	0.09	-0.22	0.21	0.05	1.14	0.16	0.06	-0.31	0.08	0.02	-0.83	0.27	0.08	-0.26	0.21	0.06	1.42	0.14	0.04	-0.05	0.25	0.07	0.15	0.14	0.04	-0.61	0.28	0.08	-0.42	0.3	0.09
Contig102.1_5_3061_3423	-0.49	0.26	0.07	0.05	0.31	0.09	-0.32	0.17	0.04	1.2	0.08	0.03	-0.3	0.08	0.02	-0.86	0.24	0.07	-0.38	0.19	0.06	1.42	0.14	0.04	-0.08	0.25	0.07	0.14	0.12	0.03	-0.63	0.23	0.07	-0.46	0.29	0.08
Contig102.1_6_3447_4172	-0.53	0.23	0.07	0.09	0.29	0.08	-0.49	0.14	0.03	1.4	0.06	0.02	-0.33	0.07	0.02	-0.88	0.21	0.06	-0.49	0.14	0.04	1.5	0.13	0.04	-0.11	0.28	0.08	0.06	0.23	0.07	-0.67	0.22	0.06	-0.49	0.3	0.09
Contig102.1_7_4211_4630	-0.63	0.26	0.08	0.13	0.25	0.07	-0.21	0.11	0.03	1.26	0.07	0.03	-0.47	0.07	0.02	-0.75	0.13	0.04	-0.23	0.09	0.02	1.41	0.29	0.08	-0.03	0.28	0.08	-0.08	0.27	0.08	-0.81	0.29	0.08	-0.58	0.35	0.1
Contig102.1_8_4634_4870	-0.37	0.16	0.05	0.08	0.2	0.06	-0.33	0.08	0.02	1.21	0.06	0.02	-0.54	0.05	0.01	-0.62	0.11	0.03	-0.28	0.08	0.02	1.37	0.18	0.05	0.04	0.29	0.08	-0.25	0.24	0.07	-0.54	0.28	0.08	-0.32	0.27	0.08
Contig102.1_9_4878_5120	-0.37	0.28	0.08	0.06	0.29	0.08	-0.13	0.18	0.04	1.39	0.05	0.02	-0.32	0.13	0.04	-0.7	0.3	0.09	-0.02	0.19	0.06	1.49	0.1	0.03	-0.05	0.3	0.09	null	0.3	0.09	-0.54	0.37	0.11	-0.36	0.37	0.11
Contig103.1_1_717_1070	-0.27	0.27	0.08	-0.15	0.2	0.06	-0.12	0.28	0.07	-0.03	0.11	0.04	-0.26	0.26	0.07	-0.32	0.33	0.09	-0.17	0.24	0.07	-0.21	0.23	0.07	-0.21	0.3	0.09	-0.23	0.27	0.08	-0.23	0.3	0.09	-0.26	0.29	0.08
Contig103.1_2_1318_1091	0.06	0.11	0.03	0.21	0.12	0.03	0.13	0.12	0.03	0.04	0.05	0.02	0.19	0.1	0.03	0.09	0.13	0.04	0.16	0.14	0.04	0.14	0.11	0.03	0.19	0.08	0.02	0.1	0.08	0.02	0.03	0.08	0.02	0.03	0.08	0.02
Contig103.1_3_2453_1500	-0.08	0.14	0.04	0.35	0.08	0.02	0.21	0.13	0.03	0.15	0.06	0.02	0.08	0.09	0.03	-0.12	0.15	0.04	0.1	0.15	0.04	0.25	0.18	0.05	0.3	0.18	0.05	null	0.21	0.06	-0.06	0.16	0.05	-0.08	0.16	0.05
Contig103.1_4_5343_2890	0.07	0.17	0.05	0.06	0.13	0.04	-0.14	0.12	0.03	-0.14	0.09	0.03	0.28	0.16	0.05	0.19	0.19	0.05	-0.16	0.18	0.05	0.03	0.09	0.03	0.09	0.1	0.03	0.27	0.11	0.03	0.14	0.1	0.03	0.12	0.12	0.04
Contig103.1_5_5823_5515	0.22	0.06	0.02	0.33	0.08	0.02	-0.82	0.19	0.05	0.38	0.09	0.03	-0.7	0.2	0.06	0.24	0.09	0.03	-0.88	0.07	0.02	0.09	0.2	0.06	0.12	0.12	0.04	-0.79	0.18	0.05	0.48	0.08	0.02	0.4	0.06	0.02
Contig103.1_6_6210_5884	-0.28	0.12	0.03	0.82	0.08	0.02	-0.56	0.21	0.05	1.03	0.1	0.04	-1.09	0.17	0.05	-0.41	0.05	0.01	-0.68	0.08	0.02	0.81	0.17	0.05	0.58	0.12	0.03	-1.18	0.14	0.04	-0.03	0.09	0.03	-0.14	0.12	0.03
Contig103.1_7_6401_6577	-0.17	0.06	0.02	0.79	0.08	0.02	-0.13	0.18	0.04	0.79	0.05	0.02	-0.94	0.08	0.02	-0.32	0.09	0.03	-0.23	0.21	0.06	0.46	0.09	0.03	0.49	0.14	0.04	-0.87	0.09	0.02	-0.29	0.06	0.02	-0.11	0.12	0.03
Contig103.1_8_7425_6766	0.3	0.16	0.05	0.1	0.17	0.05	0.08	0.16	0.04	-0.09	0.12	0.04	0.24	0.17	0.05	0.31	0.19	0.05	0.18	0.21	0.06	0.05	0.18	0.05	0.03	0.16	0.05	0.17	0.13	0.04	0.24	0.12	0.04	0.25	0.16	0.05
Contig103.2_1_216_88	0.12	0.14	0.04	0.1	0.09	0.03	0.13	0.11	0.03	0.04	0.07	0.03	0.07	0.1	0.03	0.08	0.12	0.04	0.23	0.15	0.04	0.14	0.12	0.03	0.14	0.13	0.04	0.06	0.12	0.04	0.1	0.11	0.03	0.09	0.12	0.03
Contig103.2_2_170_958	-0.12	0.05	0.02	-0.04	0.08	0.02	-0.11	0.09	0.02	-0.06	0.11	0.04	0.26	0.1	0.03	-0.11	0.1	0.03	-0.1	0.06	0.02	-0.04	0.08	0.02	-0.04	0.06	0.02	0.22	0.09	0.03	0.04	0.04	0.01	-0.07	0.07	0.02
Contig104.1_1_2_442	1.96	0.08	0.02	-2.78	0.25	0.07	-0.71	0.18	0.05	-1.81	0.06	0.02	-2.54	0.16	0.05	-1.8	0.14	0.04	-0.39	0.07	0.02	-1.43	0.11	0.03	-2.16	0.13	0.04	-2.24	0.2	0.06	-1.66	0.11	0.03	1.83	0.07	0.02
